"Mod name","Registry name","Item ID","Display name","Plant Type","Tags"
"Pam's HarvestCraft 2 Crops","pamhc2crops:raspberryitem",4908,"Raspberry","crop","diet:fruits, forge:berries, forge:berries/raspberry, forge:crops/raspberry, forge:fruits, forge:fruits/raspberries, forge:fruits/raspberry, forge:paper_plants, forge:paper_plants/raspberry, forge:vinegar_ingredients, forge:vinegar_ingredients/raspberries, forge:vinegar_ingredients/raspberry"
"Pam's HarvestCraft 2 Crops","pamhc2crops:raspberryseeditem",4994,"Raspberry Seed","crop","alexsmobs:crow_foodstuffs, ars_nouveau:sylph/denied_drop, forge:seeds, forge:seeds/raspberry"
"Pam's HarvestCraft 2 Crops","pamhc2crops:rhubarbitem",4887,"Rhubarb","crop","diet:vegetables, forge:crops/rhubarb, forge:rootvegetables, forge:rootvegetables/rhubarb, forge:vegetables, forge:vegetables/rhubarb"
"Pam's HarvestCraft 2 Crops","pamhc2crops:rhubarbseeditem",4995,"Rhubarb Seed","crop","alexsmobs:crow_foodstuffs, ars_nouveau:sylph/denied_drop, forge:seeds, forge:seeds/rhubarb"
"Pam's HarvestCraft 2 Crops","pamhc2crops:riceitem",4849,"Rice","crop","alexsmobs:shrimp_rice_fryables, diet:grains, environmental:duck_food, forge:carbs, forge:carbs/rice, forge:crops/rice, forge:flour_plants, forge:flour_plants/rice, forge:grain, forge:grain/rice, forge:paper_plants, forge:paper_plants/rice, forge:protein, forge:protein/rice, forge:vinegar_ingredients, forge:vinegar_ingredients/rice"
"Pam's HarvestCraft 2 Crops","pamhc2crops:riceseeditem",4996,"Rice Seed","crop","alexsmobs:crow_foodstuffs, ars_nouveau:sylph/denied_drop, forge:seeds, forge:seeds/rice"
"Pam's HarvestCraft 2 Crops","pamhc2crops:rutabagaitem",4888,"Rutabaga","crop","diet:vegetables, forge:crops/rutabaga, forge:flour_plants, forge:flour_plants/rutabaga, forge:rootvegetables, forge:rootvegetables/rutabaga, forge:vegetables, forge:vegetables/rutabaga"
"Pam's HarvestCraft 2 Crops","pamhc2crops:rutabagaseeditem",4997,"Rutabaga Seed","crop","alexsmobs:crow_foodstuffs, ars_nouveau:sylph/denied_drop, forge:seeds, forge:seeds/rutabaga"
"Pam's HarvestCraft 2 Crops","pamhc2crops:ryeitem",4850,"Rye","crop","diet:grains, forge:carbs, forge:carbs/rye, forge:crops/rye, forge:flour_plants, forge:flour_plants/rye, forge:grain, forge:grain/rye, forge:vinegar_ingredients, forge:vinegar_ingredients/rye"
"Pam's HarvestCraft 2 Crops","pamhc2crops:ryeseeditem",4998,"Rye Seed","crop","alexsmobs:crow_foodstuffs, ars_nouveau:sylph/denied_drop, forge:seeds, forge:seeds/rye"
"Pam's HarvestCraft 2 Crops","pamhc2crops:scallionitem",4889,"Scallion","crop","diet:vegetables, forge:crops/scallion, forge:onions, forge:onions/scallion, forge:rootvegetables, forge:rootvegetables/scallion, forge:vegetables, forge:vegetables/scallion"
"Pam's HarvestCraft 2 Crops","pamhc2crops:scallionseeditem",4999,"Scallion Seed","crop","alexsmobs:crow_foodstuffs, ars_nouveau:sylph/denied_drop, forge:seeds, forge:seeds/scallion"
"Pam's HarvestCraft 2 Crops","pamhc2crops:sesameseedsitem",4915,"Sesame Seeds","crop","forge:crops/sesameseeds, forge:spices, forge:spices/sesameseeds"
"Pam's HarvestCraft 2 Crops","pamhc2crops:sesameseedsseeditem",5000,"Sesame Seeds Seed","crop","alexsmobs:crow_foodstuffs, ars_nouveau:sylph/denied_drop, forge:seeds, forge:seeds/sesameseeds"
"Pam's HarvestCraft 2 Crops","pamhc2crops:shadedgarden",4836,"Shaded Garden","plains",""
"Pam's HarvestCraft 2 Crops","pamhc2crops:sisalitem",4856,"Sisal","crop","forge:crops/sisal, forge:fiber, forge:fiber/sisal"
"Pam's HarvestCraft 2 Crops","pamhc2crops:sisalseeditem",5001,"Sisal Seed","crop","alexsmobs:crow_foodstuffs, ars_nouveau:sylph/denied_drop, forge:seeds, forge:seeds/sisal"
"Pam's HarvestCraft 2 Crops","pamhc2crops:soggygarden",4837,"Soggy Garden","plains",""
"Pam's HarvestCraft 2 Crops","pamhc2crops:soybeanitem",4851,"Soybean","crop","diet:proteins, forge:crops/soybean, forge:flour_plants, forge:flour_plants/soybean, forge:grain, forge:grain/soybean"
"Pam's HarvestCraft 2 Crops","pamhc2crops:soybeanseeditem",5002,"Soybean Seed","crop","alexsmobs:crow_foodstuffs, ars_nouveau:sylph/denied_drop, forge:seeds, forge:seeds/soybean"
"Pam's HarvestCraft 2 Crops","pamhc2crops:spiceleafitem",4916,"Spiceleaf","crop","diet:ingredients, diet:vegetables, forge:crops/spiceleaf, forge:paper_plants, forge:paper_plants/spiceleaf, forge:spices, forge:spices/spiceleaf"
"Pam's HarvestCraft 2 Crops","pamhc2crops:spiceleafseeditem",5003,"Spiceleaf Seed","crop","alexsmobs:crow_foodstuffs, ars_nouveau:sylph/denied_drop, forge:seeds, forge:seeds/spiceleaf"
"Pam's HarvestCraft 2 Crops","pamhc2crops:spinachitem",4872,"Spinach","crop","diet:vegetables, forge:crops/spinach, forge:leafyvegetables, forge:leafyvegetables/spinach, forge:protein, forge:protein/spinach, forge:salad_ingredients, forge:salad_ingredients/spinach, forge:vegetables, forge:vegetables/spinach"
"Pam's HarvestCraft 2 Crops","pamhc2crops:spinachseeditem",5004,"Spinach Seed","crop","alexsmobs:crow_foodstuffs, ars_nouveau:sylph/denied_drop, forge:seeds, forge:seeds/spinach"
"Pam's HarvestCraft 2 Crops","pamhc2crops:strawberryitem",4909,"Strawberry","crop","diet:fruits, environmental:deer_food, environmental:deer_tempt_items, forge:berries, forge:berries/strawberry, forge:crops/strawberry, forge:fruits, forge:fruits/strawberries, forge:fruits/strawberry, forge:vinegar_ingredients, forge:vinegar_ingredients/strawberries, forge:vinegar_ingredients/strawberry"
"Pam's HarvestCraft 2 Crops","pamhc2crops:strawberryseeditem",5005,"Strawberry Seed","crop","alexsmobs:crow_foodstuffs, ars_nouveau:sylph/denied_drop, forge:seeds, forge:seeds/strawberry"
"Pam's HarvestCraft 2 Crops","pamhc2crops:sweetpotatoitem",4890,"Sweet Potato","crop","diet:vegetables, forge:carbs, forge:carbs/sweet_potato, forge:carbs/sweetpotato, forge:crops/sweet_potato, forge:crops/sweetpotato, forge:protein, forge:protein/sweet_potato, forge:protein/sweetpotato, forge:rootvegetables, forge:rootvegetables/sweet_potato, forge:rootvegetables/sweetpotato, forge:vegetables, forge:vegetables/sweet_potato, forge:vegetables/sweetpotato"
"Pam's HarvestCraft 2 Crops","pamhc2crops:sweetpotatoseeditem",5006,"Sweet Potato Seed","crop","alexsmobs:crow_foodstuffs, ars_nouveau:sylph/denied_drop, forge:seeds, forge:seeds/sweetpotato"
"Pam's HarvestCraft 2 Crops","pamhc2crops:taroitem",4891,"Taro","crop","diet:vegetables, forge:crops/taro, forge:flour_plants, forge:flour_plants/taro, forge:rootvegetables, forge:rootvegetables/taro, forge:vegetables, forge:vegetables/taro"
"Pam's HarvestCraft 2 Crops","pamhc2crops:taroseeditem",5007,"Taro Seed","crop","alexsmobs:crow_foodstuffs, ars_nouveau:sylph/denied_drop, forge:seeds, forge:seeds/taro"
"Pam's HarvestCraft 2 Crops","pamhc2crops:tealeafitem",4911,"Tealeaf","crop","diet:vegetables, forge:crops/tealeaf"
"Pam's HarvestCraft 2 Crops","pamhc2crops:tealeafseeditem",5008,"Tealeaf Seed","crop","alexsmobs:crow_foodstuffs, ars_nouveau:sylph/denied_drop, forge:seeds, forge:seeds/tealeaf"
"Pam's HarvestCraft 2 Crops","pamhc2crops:tomatilloitem",4873,"Tomatillo","crop","diet:vegetables, forge:crops/tomatillo, forge:salad_ingredients, forge:salad_ingredients/tomatillo, forge:vegetables, forge:vegetables/tomatillo"
"Pam's HarvestCraft 2 Crops","pamhc2crops:tomatilloseeditem",5009,"Tomatillo Seed","crop","alexsmobs:crow_foodstuffs, ars_nouveau:sylph/denied_drop, forge:seeds, forge:seeds/tomatillo"
"Pam's HarvestCraft 2 Crops","pamhc2crops:tomatoitem",4874,"Tomato","crop","diet:vegetables, environmental:deer_food, environmental:deer_tempt_items, forge:crops/tomato, forge:salad_ingredients, forge:salad_ingredients/tomato, forge:vegetables, forge:vegetables/tomato, forge:vinegar_ingredients, forge:vinegar_ingredients/tomato"
"Pam's HarvestCraft 2 Crops","pamhc2crops:tomatoseeditem",5010,"Tomato Seed","crop","alexsmobs:crow_foodstuffs, ars_nouveau:sylph/denied_drop, forge:seeds, forge:seeds/tomato"
"Pam's HarvestCraft 2 Crops","pamhc2crops:tropicalgarden",4838,"Tropical Garden","plains",""
"Pam's HarvestCraft 2 Crops","pamhc2crops:turnipitem",4892,"Turnip","crop","diet:vegetables, forge:crops/turnip, forge:rootvegetables, forge:rootvegetables/turnip, forge:vegetables, forge:vegetables/turnip"
"Pam's HarvestCraft 2 Crops","pamhc2crops:turnipseeditem",5011,"Turnip Seed","crop","alexsmobs:crow_foodstuffs, ars_nouveau:sylph/denied_drop, forge:seeds, forge:seeds/turnip"
"Pam's HarvestCraft 2 Crops","pamhc2crops:waterchestnutitem",4893,"Waterchestnut","crop","diet:proteins, forge:crops/waterchestnut, forge:rootvegetables, forge:rootvegetables/waterchestnut, forge:vegetables, forge:vegetables/waterchestnut, supplementaries:cookies"
"Pam's HarvestCraft 2 Crops","pamhc2crops:waterchestnutseeditem",5012,"Waterchestnut Seed","crop","alexsmobs:crow_foodstuffs, ars_nouveau:sylph/denied_drop, forge:seeds, forge:seeds/waterchestnut"
"Pam's HarvestCraft 2 Crops","pamhc2crops:whitemushroomitem",4913,"White Mushroom","crop","diet:vegetables, farmersdelight:cabbage_roll_ingredients, forge:crops/whitemushroom, forge:mushrooms, forge:mushrooms/whitemushroom, supplementaries:flower_box_plantable"
"Pam's HarvestCraft 2 Crops","pamhc2crops:whitemushroomseeditem",5013,"White Mushroom Seed","crop","alexsmobs:crow_foodstuffs, ars_nouveau:sylph/denied_drop, forge:seeds, forge:seeds/whitemushroom"
"Pam's HarvestCraft 2 Crops","pamhc2crops:windygarden",4839,"Windy Garden","plains",""
"Pam's HarvestCraft 2 Crops","pamhc2crops:wintersquashitem",4875,"Winter Squash","crop","diet:vegetables, forge:crops/wintersquash, forge:vegetables, forge:vegetables/wintersquash"
"Pam's HarvestCraft 2 Crops","pamhc2crops:wintersquashseeditem",5014,"Winter Squash Seed","crop","alexsmobs:crow_foodstuffs, ars_nouveau:sylph/denied_drop, forge:seeds, forge:seeds/wintersquash"
"Pam's HarvestCraft 2 Crops","pamhc2crops:zucchiniitem",4876,"Zucchini","crop","diet:vegetables, forge:crops/zucchini, forge:salad_ingredients, forge:salad_ingredients/zucchini, forge:vegetables, forge:vegetables/zucchini"
"Pam's HarvestCraft 2 Crops","pamhc2crops:zucchiniseeditem",5015,"Zucchini Seed","crop","alexsmobs:crow_foodstuffs, ars_nouveau:sylph/denied_drop, forge:seeds, forge:seeds/zucchini"
"Pam's HarvestCraft 2 Fruit Trees","pamhc2trees:almond_sapling",13962,"Almond Sapling","plains",""
"Pam's HarvestCraft 2 Fruit Trees","pamhc2trees:apple_sapling",13945,"Apple Sapling","plains",""
"Pam's HarvestCraft 2 Fruit Trees","pamhc2trees:apricot_sapling",13963,"Apricot Sapling","plains",""
"Pam's HarvestCraft 2 Fruit Trees","pamhc2trees:avocado_sapling",13946,"Avocado Sapling","plains",""
"Pam's HarvestCraft 2 Fruit Trees","pamhc2trees:banana_sapling",13964,"Banana Sapling","plains",""
"Pam's HarvestCraft 2 Fruit Trees","pamhc2trees:breadfruit_sapling",13985,"Breadfruit Sapling","plains",""
"Pam's HarvestCraft 2 Fruit Trees","pamhc2trees:candlenut_sapling",13947,"Candlenut Sapling","plains",""
"Pam's HarvestCraft 2 Fruit Trees","pamhc2trees:cashew_sapling",13965,"Cashew Sapling","plains",""
"Pam's HarvestCraft 2 Fruit Trees","pamhc2trees:cherry_sapling",13948,"Cherry Sapling","plains",""
"Pam's HarvestCraft 2 Fruit Trees","pamhc2trees:chestnut_sapling",13949,"Chestnut Sapling","plains",""
"Pam's HarvestCraft 2 Fruit Trees","pamhc2trees:cinnamon_sapling",13966,"Cinnamon Sapling","plains",""
"Pam's HarvestCraft 2 Fruit Trees","pamhc2trees:coconut_sapling",13967,"Coconut Sapling","plains",""
"Pam's HarvestCraft 2 Fruit Trees","pamhc2trees:date_sapling",13968,"Date Sapling","plains",""
"Pam's HarvestCraft 2 Fruit Trees","pamhc2trees:dragonfruit_sapling",13969,"Dragonfruit Sapling","plains",""
"Pam's HarvestCraft 2 Fruit Trees","pamhc2trees:durian_sapling",13970,"Durian Sapling","plains",""
"Pam's HarvestCraft 2 Fruit Trees","pamhc2trees:fig_sapling",13971,"Fig Sapling","plains",""
"Pam's HarvestCraft 2 Fruit Trees","pamhc2trees:gooseberry_sapling",13950,"Gooseberry Sapling","plains",""
"Pam's HarvestCraft 2 Fruit Trees","pamhc2trees:grapefruit_sapling",13972,"Grapefruit Sapling","plains",""
"Pam's HarvestCraft 2 Fruit Trees","pamhc2trees:guava_sapling",13986,"Guava Sapling","plains",""
"Pam's HarvestCraft 2 Fruit Trees","pamhc2trees:hazelnut_sapling",13959,"Hazelnut Sapling","plains",""
"Pam's HarvestCraft 2 Fruit Trees","pamhc2trees:jackfruit_sapling",13987,"Jackfruit Sapling","plains",""
"Pam's HarvestCraft 2 Fruit Trees","pamhc2trees:lemon_sapling",13951,"Lemon Sapling","plains",""
"Pam's HarvestCraft 2 Fruit Trees","pamhc2trees:lime_sapling",13973,"Lime Sapling","plains",""
"Pam's HarvestCraft 2 Fruit Trees","pamhc2trees:lychee_sapling",13988,"Lychee Sapling","plains",""
"Pam's HarvestCraft 2 Fruit Trees","pamhc2trees:mango_sapling",13974,"Mango Sapling","plains",""
"Pam's HarvestCraft 2 Fruit Trees","pamhc2trees:maple_sapling",13992,"Maple Sapling","plains",""
"Pam's HarvestCraft 2 Fruit Trees","pamhc2trees:nutmeg_sapling",13952,"Nutmeg Sapling","plains",""
"Pam's HarvestCraft 2 Fruit Trees","pamhc2trees:olive_sapling",13975,"Olive Sapling","plains",""
"Pam's HarvestCraft 2 Fruit Trees","pamhc2trees:orange_sapling",13953,"Orange Sapling","plains",""
"Pam's HarvestCraft 2 Fruit Trees","pamhc2trees:papaya_sapling",13976,"Papaya Sapling","plains",""
"Pam's HarvestCraft 2 Fruit Trees","pamhc2trees:paperbark_sapling",13977,"Paperbark Sapling","plains",""
"Pam's HarvestCraft 2 Fruit Trees","pamhc2trees:passionfruit_sapling",13989,"Passionfruit Sapling","plains",""
"Pam's HarvestCraft 2 Fruit Trees","pamhc2trees:pawpaw_sapling",13960,"Pawpaw Sapling","plains",""
"Pam's HarvestCraft 2 Fruit Trees","pamhc2trees:peach_sapling",13954,"Peach Sapling","plains",""
"Pam's HarvestCraft 2 Fruit Trees","pamhc2trees:pear_sapling",13955,"Pear Sapling","plains",""
"Pam's HarvestCraft 2 Fruit Trees","pamhc2trees:pecan_sapling",13978,"Pecan Sapling","plains",""
"Pam's HarvestCraft 2 Fruit Trees","pamhc2trees:peppercorn_sapling",13979,"Peppercorn Sapling","plains",""
"Pam's HarvestCraft 2 Fruit Trees","pamhc2trees:persimmon_sapling",13980,"Persimmon Sapling","plains",""
"Pam's HarvestCraft 2 Fruit Trees","pamhc2trees:pinenut_sapling",13993,"Pinenut Sapling","plains",""
"Pam's HarvestCraft 2 Fruit Trees","pamhc2trees:pistachio_sapling",13981,"Pistachio Sapling","plains",""
"Pam's HarvestCraft 2 Fruit Trees","pamhc2trees:plum_sapling",13956,"Plum Sapling","plains",""
"Pam's HarvestCraft 2 Fruit Trees","pamhc2trees:pomegranate_sapling",13982,"Pomegranate Sapling","plains",""
"Pam's HarvestCraft 2 Fruit Trees","pamhc2trees:rambutan_sapling",13990,"Rambutan Sapling","plains",""
"Pam's HarvestCraft 2 Fruit Trees","pamhc2trees:soursop_sapling",13961,"Soursop Sapling","plains",""
"Pam's HarvestCraft 2 Fruit Trees","pamhc2trees:spiderweb_sapling",13958,"Spiderweb Sapling","plains",""
"Pam's HarvestCraft 2 Fruit Trees","pamhc2trees:starfruit_sapling",13983,"Starfruit Sapling","plains",""
"Pam's HarvestCraft 2 Fruit Trees","pamhc2trees:tamarind_sapling",13991,"Tamarind Sapling","plains",""
"Pam's HarvestCraft 2 Fruit Trees","pamhc2trees:vanillabean_sapling",13984,"Vanillabean Sapling","plains",""
"Pam's HarvestCraft 2 Fruit Trees","pamhc2trees:walnut_sapling",13957,"Walnut Sapling","plains",""
"Resourceful Bees","resourcefulbees:gold_flower",12128,"Golden Flower","plains",""
"Silent Gear","silentgear:flax_seeds",3548,"Flax Seeds","crop","alexsmobs:crow_foodstuffs, ars_nouveau:sylph/denied_drop, forge:seeds"
"Silent Gear","silentgear:fluffy_seeds",3549,"Fluffy Seeds","crop","alexsmobs:crow_foodstuffs, ars_nouveau:sylph/denied_drop, forge:seeds"
"Silent Gear","silentgear:netherwood_sapling",3355,"Netherwood Sapling","plains","alexsmobs:elephant_foodstuffs, minecraft:saplings, supplementaries:flower_box_plantable"
"Silent's Gems 3","silentgems:agate_glowrose",17298,"Agate Glowrose","plains","diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, silentgems:glowroses, silentgems:glowroses/agate, supplementaries:flower_box_plantable"
"Silent's Gems 3","silentgems:alexandrite_glowrose",17313,"Alexandrite Glowrose","plains","diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, silentgems:glowroses, silentgems:glowroses/alexandrite, supplementaries:flower_box_plantable"
"Silent's Gems 3","silentgems:amber_glowrose",17289,"Amber Glowrose","plains","diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, silentgems:glowroses, silentgems:glowroses/amber, supplementaries:flower_box_plantable"
"Silent's Gems 3","silentgems:amethyst_glowrose",17297,"Amethyst Glowrose","plains","diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, silentgems:glowroses, silentgems:glowroses/amethyst, supplementaries:flower_box_plantable"
"Silent's Gems 3","silentgems:ametrine_glowrose",17315,"Ametrine Glowrose","plains","diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, silentgems:glowroses, silentgems:glowroses/ametrine, supplementaries:flower_box_plantable"
"Silent's Gems 3","silentgems:ammolite_glowrose",17329,"Ammolite Glowrose","plains","diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, silentgems:glowroses, silentgems:glowroses/ammolite, supplementaries:flower_box_plantable"
"Silent's Gems 3","silentgems:apatite_glowrose",17325,"Apatite Glowrose","plains","diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, silentgems:glowroses, silentgems:glowroses/apatite, supplementaries:flower_box_plantable"
"Silent's Gems 3","silentgems:aquamarine_glowrose",17294,"Aquamarine Glowrose","plains","diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, silentgems:glowroses, silentgems:glowroses/aquamarine, supplementaries:flower_box_plantable"
"Silent's Gems 3","silentgems:benitoite_glowrose",17311,"Benitoite Glowrose","plains","diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, silentgems:glowroses, silentgems:glowroses/benitoite, supplementaries:flower_box_plantable"
"Silent's Gems 3","silentgems:black_diamond_glowrose",17316,"Black Diamond Glowrose","plains","diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, silentgems:glowroses, silentgems:glowroses/black_diamond, supplementaries:flower_box_plantable"
"Silent's Gems 3","silentgems:carnelian_glowrose",17302,"Carnelian Glowrose","plains","diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, silentgems:glowroses, silentgems:glowroses/carnelian, supplementaries:flower_box_plantable"
"Silent's Gems 3","silentgems:cats_eye_glowrose",17321,"Cat's Eye Glowrose","plains","diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, silentgems:glowroses, silentgems:glowroses/cats_eye, supplementaries:flower_box_plantable"
"Silent's Gems 3","silentgems:chrysoprase_glowrose",17324,"Chrysoprase Glowrose","plains","diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, silentgems:glowroses, silentgems:glowroses/chrysoprase, supplementaries:flower_box_plantable"
"Silent's Gems 3","silentgems:citrine_glowrose",17304,"Citrine Glowrose","plains","diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, silentgems:glowroses, silentgems:glowroses/citrine, supplementaries:flower_box_plantable"
"Silent's Gems 3","silentgems:coral_glowrose",17319,"Coral Glowrose","plains","diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, silentgems:glowroses, silentgems:glowroses/coral, supplementaries:flower_box_plantable"
"Silent's Gems 3","silentgems:euclase_glowrose",17310,"Euclase Glowrose","plains","diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, silentgems:glowroses, silentgems:glowroses/euclase, supplementaries:flower_box_plantable"
"Silent's Gems 3","silentgems:fluffy_puff_seeds",17742,"Fluffy Puff Seeds","crop","alexsmobs:crow_foodstuffs, ars_nouveau:sylph/denied_drop, forge:seeds"
"Silent's Gems 3","silentgems:fluorite_glowrose",17326,"Fluorite Glowrose","plains","diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, silentgems:glowroses, silentgems:glowroses/fluorite, supplementaries:flower_box_plantable"
"Silent's Gems 3","silentgems:garnet_glowrose",17287,"Garnet Glowrose","plains","diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, silentgems:glowroses, silentgems:glowroses/garnet, supplementaries:flower_box_plantable"
"Silent's Gems 3","silentgems:green_sapphire_glowrose",17292,"Green Sapphire Glowrose","plains","diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, silentgems:glowroses, silentgems:glowroses/green_sapphire, supplementaries:flower_box_plantable"
"Silent's Gems 3","silentgems:heliodor_glowrose",17290,"Heliodor Glowrose","plains","diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, silentgems:glowroses, silentgems:glowroses/heliodor, supplementaries:flower_box_plantable"
"Silent's Gems 3","silentgems:iolite_glowrose",17312,"Iolite Glowrose","plains","diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, silentgems:glowroses, silentgems:glowroses/iolite, supplementaries:flower_box_plantable"
"Silent's Gems 3","silentgems:jade_glowrose",17323,"Jade Glowrose","plains","diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, silentgems:glowroses, silentgems:glowroses/jade, supplementaries:flower_box_plantable"
"Silent's Gems 3","silentgems:jasper_glowrose",17305,"Jasper Glowrose","plains","diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, silentgems:glowroses, silentgems:glowroses/jasper, supplementaries:flower_box_plantable"
"Silent's Gems 3","silentgems:kunzite_glowrose",17330,"Kunzite Glowrose","plains","diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, silentgems:glowroses, silentgems:glowroses/kunzite, supplementaries:flower_box_plantable"
"Silent's Gems 3","silentgems:kyanite_glowrose",17327,"Kyanite Glowrose","plains","diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, silentgems:glowroses, silentgems:glowroses/kyanite, supplementaries:flower_box_plantable"
"Silent's Gems 3","silentgems:lepidolite_glowrose",17314,"Lepidolite Glowrose","plains","diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, silentgems:glowroses, silentgems:glowroses/lepidolite, supplementaries:flower_box_plantable"
"Silent's Gems 3","silentgems:malachite_glowrose",17308,"Malachite Glowrose","plains","diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, silentgems:glowroses, silentgems:glowroses/malachite, supplementaries:flower_box_plantable"
"Silent's Gems 3","silentgems:moldavite_glowrose",17307,"Moldavite Glowrose","plains","diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, silentgems:glowroses, silentgems:glowroses/moldavite, supplementaries:flower_box_plantable"
"Silent's Gems 3","silentgems:moonstone_glowrose",17317,"Moonstone Glowrose","plains","diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, silentgems:glowroses, silentgems:glowroses/moonstone, supplementaries:flower_box_plantable"
"Silent's Gems 3","silentgems:morganite_glowrose",17299,"Morganite Glowrose","plains","diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, silentgems:glowroses, silentgems:glowroses/morganite, supplementaries:flower_box_plantable"
"Silent's Gems 3","silentgems:onyx_glowrose",17300,"Onyx Glowrose","plains","diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, silentgems:glowroses, silentgems:glowroses/onyx, supplementaries:flower_box_plantable"
"Silent's Gems 3","silentgems:opal_glowrose",17301,"Opal Glowrose","plains","diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, silentgems:glowroses, silentgems:glowroses/opal, supplementaries:flower_box_plantable"
"Silent's Gems 3","silentgems:pearl_glowrose",17333,"Pearl Glowrose","plains","diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, silentgems:glowroses, silentgems:glowroses/pearl, supplementaries:flower_box_plantable"
"Silent's Gems 3","silentgems:peridot_glowrose",17291,"Peridot Glowrose","plains","diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, silentgems:glowroses, silentgems:glowroses/peridot, supplementaries:flower_box_plantable"
"Silent's Gems 3","silentgems:phosphophyllite_glowrose",17293,"Phosphophyllite Glowrose","plains","diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, silentgems:glowroses, silentgems:glowroses/phosphophyllite, supplementaries:flower_box_plantable"
"Silent's Gems 3","silentgems:pyrope_glowrose",17318,"Pyrope Glowrose","plains","diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, silentgems:glowroses, silentgems:glowroses/pyrope, supplementaries:flower_box_plantable"
"Silent's Gems 3","silentgems:rose_quartz_glowrose",17331,"Rose Quartz Glowrose","plains","diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, silentgems:glowroses, silentgems:glowroses/rose_quartz, supplementaries:flower_box_plantable"
"Silent's Gems 3","silentgems:ruby_glowrose",17286,"Ruby Glowrose","plains","diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, silentgems:glowroses, silentgems:glowroses/ruby, supplementaries:flower_box_plantable"
"Silent's Gems 3","silentgems:sapphire_glowrose",17295,"Sapphire Glowrose","plains","diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, silentgems:glowroses, silentgems:glowroses/sapphire, supplementaries:flower_box_plantable"
"Silent's Gems 3","silentgems:sodalite_glowrose",17328,"Sodalite Glowrose","plains","diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, silentgems:glowroses, silentgems:glowroses/sodalite, supplementaries:flower_box_plantable"
"Silent's Gems 3","silentgems:spinel_glowrose",17303,"Spinel Glowrose","plains","diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, silentgems:glowroses, silentgems:glowroses/spinel, supplementaries:flower_box_plantable"
"Silent's Gems 3","silentgems:sunstone_glowrose",17320,"Sunstone Glowrose","plains","diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, silentgems:glowroses, silentgems:glowroses/sunstone, supplementaries:flower_box_plantable"
"Silent's Gems 3","silentgems:tanzanite_glowrose",17296,"Tanzanite Glowrose","plains","diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, silentgems:glowroses, silentgems:glowroses/tanzanite, supplementaries:flower_box_plantable"
"Silent's Gems 3","silentgems:tektite_glowrose",17332,"Tektite Glowrose","plains","diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, silentgems:glowroses, silentgems:glowroses/tektite, supplementaries:flower_box_plantable"
"Silent's Gems 3","silentgems:topaz_glowrose",17288,"Topaz Glowrose","plains","diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, silentgems:glowroses, silentgems:glowroses/topaz, supplementaries:flower_box_plantable"
"Silent's Gems 3","silentgems:turquoise_glowrose",17309,"Turquoise Glowrose","plains","diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, silentgems:glowroses, silentgems:glowroses/turquoise, supplementaries:flower_box_plantable"
