"Mod name","Registry name","Hardness","Resistance"
"Additional Lights","additional_lights:al_torch_crimson_planks",0.00,0.00
"Additional Lights","additional_lights:al_torch_dark_oak_planks",0.00,0.00
"Additional Lights","additional_lights:al_torch_diamond_block",0.00,0.00
"Additional Lights","additional_lights:al_torch_end_stone",0.00,0.00
"Additional Lights","additional_lights:al_torch_end_stone_bricks",0.00,0.00
"Additional Lights","additional_lights:al_torch_glass",0.00,0.00
"Additional Lights","additional_lights:al_torch_gold_block",0.00,0.00
"Additional Lights","additional_lights:al_torch_iron_block",0.00,0.00
"Additional Lights","additional_lights:al_torch_jungle_planks",0.00,0.00
"Additional Lights","additional_lights:al_torch_magenta_wool",0.00,0.00
"Additional Lights","additional_lights:al_torch_mossy_cobblestone",0.00,0.00
"Additional Lights","additional_lights:al_torch_mossy_stone_bricks",0.00,0.00
"Additional Lights","additional_lights:al_torch_nether_bricks",0.00,0.00
"Additional Lights","additional_lights:al_torch_oak_planks",0.00,0.00
"Additional Lights","additional_lights:al_torch_packed_ice",0.00,0.00
"Additional Lights","additional_lights:al_torch_pink_wool",0.00,0.00
"Additional Lights","additional_lights:al_torch_red_nether_bricks",0.00,0.00
"Additional Lights","additional_lights:al_torch_sandstone",0.00,0.00
"Additional Lights","additional_lights:al_torch_smooth_stone",0.00,0.00
"Additional Lights","additional_lights:al_torch_spruce_planks",0.00,0.00
"Additional Lights","additional_lights:al_torch_stone",0.00,0.00
"Additional Lights","additional_lights:al_torch_stone_bricks",0.00,0.00
"Additional Lights","additional_lights:al_torch_warped_planks",0.00,0.00
"Additional Lights","additional_lights:al_wall_torch_acacia_planks",0.00,0.00
"Additional Lights","additional_lights:al_wall_torch_birch_planks",0.00,0.00
"Additional Lights","additional_lights:al_wall_torch_blackstone",0.00,0.00
"Additional Lights","additional_lights:al_wall_torch_cobblestone",0.00,0.00
"Additional Lights","additional_lights:al_wall_torch_crimson_planks",0.00,0.00
"Additional Lights","additional_lights:al_wall_torch_dark_oak_planks",0.00,0.00
"Additional Lights","additional_lights:al_wall_torch_diamond_block",0.00,0.00
"Additional Lights","additional_lights:al_wall_torch_end_stone",0.00,0.00
"Additional Lights","additional_lights:al_wall_torch_end_stone_bricks",0.00,0.00
"Additional Lights","additional_lights:al_wall_torch_glass",0.00,0.00
"Additional Lights","additional_lights:al_wall_torch_gold_block",0.00,0.00
"Additional Lights","additional_lights:al_wall_torch_iron_block",0.00,0.00
"Additional Lights","additional_lights:al_wall_torch_jungle_planks",0.00,0.00
"Additional Lights","additional_lights:al_wall_torch_magenta_wool",0.00,0.00
"Additional Lights","additional_lights:al_wall_torch_mossy_cobblestone",0.00,0.00
"Additional Lights","additional_lights:al_wall_torch_mossy_stone_bricks",0.00,0.00
"Additional Lights","additional_lights:al_wall_torch_nether_bricks",0.00,0.00
"Additional Lights","additional_lights:al_wall_torch_oak_planks",0.00,0.00
"Additional Lights","additional_lights:al_wall_torch_packed_ice",0.00,0.00
"Additional Lights","additional_lights:al_wall_torch_pink_wool",0.00,0.00
"Additional Lights","additional_lights:al_wall_torch_red_nether_bricks",0.00,0.00
"Additional Lights","additional_lights:al_wall_torch_sandstone",0.00,0.00
"Additional Lights","additional_lights:al_wall_torch_smooth_stone",0.00,0.00
"Additional Lights","additional_lights:al_wall_torch_spruce_planks",0.00,0.00
"Additional Lights","additional_lights:al_wall_torch_stone",0.00,0.00
"Additional Lights","additional_lights:al_wall_torch_stone_bricks",0.00,0.00
"Additional Lights","additional_lights:al_wall_torch_warped_planks",0.00,0.00
"Additional Lights","additional_lights:fire_for_fire_pit_l",0.00,0.00
"Additional Lights","additional_lights:fire_for_fire_pit_s",0.00,0.00
"Additional Lights","additional_lights:fire_for_standing_torch_l",0.00,0.00
"Additional Lights","additional_lights:fire_for_standing_torch_s",0.00,0.00
"Additional Lights","additional_lights:fire_pit_l_cobblestone",2.00,6.00
"Additional Lights","additional_lights:fire_pit_l_cut_sandstone",0.80,0.80
"Additional Lights","additional_lights:fire_pit_l_diamond_block",5.00,6.00
"Additional Lights","additional_lights:fire_pit_l_end_stone",3.00,9.00
"Additional Lights","additional_lights:fire_pit_l_end_stone_bricks",3.00,9.00
"Additional Lights","additional_lights:fire_pit_l_gold_block",3.00,6.00
"Additional Lights","additional_lights:fire_pit_l_iron_block",5.00,6.00
"Additional Lights","additional_lights:fire_pit_l_magenta_wool",0.80,0.80
"Additional Lights","additional_lights:fire_pit_l_mossy_cobblestone",2.00,6.00
"Additional Lights","additional_lights:fire_pit_l_mossy_stone_bricks",1.50,6.00
"Additional Lights","additional_lights:fire_pit_l_nether_bricks",2.00,6.00
"Additional Lights","additional_lights:fire_pit_l_packed_ice",0.50,0.50
"Additional Lights","additional_lights:fire_pit_l_pink_wool",0.80,0.80
"Additional Lights","additional_lights:fire_pit_l_polished_andesite",1.50,6.00
"Additional Lights","additional_lights:fire_pit_l_polished_blackstone",2.00,6.00
"Additional Lights","additional_lights:fire_pit_l_polished_diorite",1.50,6.00
"Additional Lights","additional_lights:fire_pit_l_polished_granite",1.50,6.00
"Additional Lights","additional_lights:fire_pit_l_red_nether_bricks",2.00,6.00
"Additional Lights","additional_lights:fire_pit_l_sandstone",0.80,0.80
"Additional Lights","additional_lights:fire_pit_l_smooth_stone",2.00,6.00
"Additional Lights","additional_lights:fire_pit_l_stone",1.50,6.00
"Additional Lights","additional_lights:fire_pit_l_stone_bricks",1.50,6.00
"Additional Lights","additional_lights:fire_pit_s_cobblestone",2.00,6.00
"Additional Lights","additional_lights:fire_pit_s_cut_sandstone",0.80,0.80
"Additional Lights","additional_lights:fire_pit_s_diamond_block",5.00,6.00
"Additional Lights","additional_lights:fire_pit_s_end_stone",3.00,9.00
"Additional Lights","additional_lights:fire_pit_s_end_stone_bricks",3.00,9.00
"Additional Lights","additional_lights:fire_pit_s_gold_block",3.00,6.00
"Additional Lights","additional_lights:fire_pit_s_iron_block",5.00,6.00
"Additional Lights","additional_lights:fire_pit_s_magenta_wool",0.80,0.80
"Additional Lights","additional_lights:fire_pit_s_mossy_cobblestone",2.00,6.00
"Additional Lights","additional_lights:fire_pit_s_mossy_stone_bricks",1.50,6.00
"Additional Lights","additional_lights:fire_pit_s_nether_bricks",2.00,6.00
"Additional Lights","additional_lights:fire_pit_s_packed_ice",0.50,0.50
"Additional Lights","additional_lights:fire_pit_s_pink_wool",0.80,0.80
"Additional Lights","additional_lights:fire_pit_s_polished_andesite",1.50,6.00
"Additional Lights","additional_lights:fire_pit_s_polished_blackstone",2.00,6.00
"Additional Lights","additional_lights:fire_pit_s_polished_diorite",1.50,6.00
"Additional Lights","additional_lights:fire_pit_s_polished_granite",1.50,6.00
"Additional Lights","additional_lights:fire_pit_s_red_nether_bricks",2.00,6.00
"Additional Lights","additional_lights:fire_pit_s_sandstone",0.80,0.80
"Additional Lights","additional_lights:fire_pit_s_smooth_stone",2.00,6.00
"Additional Lights","additional_lights:fire_pit_s_stone",1.50,6.00
"Additional Lights","additional_lights:fire_pit_s_stone_bricks",1.50,6.00
"Additional Lights","additional_lights:soul_fire_for_fire_pit_l",0.00,0.00
"Additional Lights","additional_lights:soul_fire_for_fire_pit_s",0.00,0.00
"Additional Lights","additional_lights:soul_fire_for_standing_torch_l",0.00,0.00
"Additional Lights","additional_lights:soul_fire_for_standing_torch_s",0.00,0.00
"Additional Lights","additional_lights:standing_torch_l_cobblestone",2.00,6.00
"Additional Lights","additional_lights:standing_torch_l_cut_sandstone",0.80,0.80
"Additional Lights","additional_lights:standing_torch_l_diamond_block",5.00,6.00
"Additional Lights","additional_lights:standing_torch_l_end_stone",3.00,9.00
"Additional Lights","additional_lights:standing_torch_l_end_stone_bricks",3.00,9.00
"Additional Lights","additional_lights:standing_torch_l_gold_block",3.00,6.00
"Additional Lights","additional_lights:standing_torch_l_iron_block",5.00,6.00
"Additional Lights","additional_lights:standing_torch_l_magenta_wool",0.80,0.80
"Additional Lights","additional_lights:standing_torch_l_mossy_cobblestone",2.00,6.00
"Additional Lights","additional_lights:standing_torch_l_mossy_stone_bricks",1.50,6.00
"Additional Lights","additional_lights:standing_torch_l_nether_bricks",2.00,6.00
"Additional Lights","additional_lights:standing_torch_l_packed_ice",0.50,0.50
"Additional Lights","additional_lights:standing_torch_l_pink_wool",0.80,0.80
"Additional Lights","additional_lights:standing_torch_l_polished_andesite",1.50,6.00
"Additional Lights","additional_lights:standing_torch_l_polished_blackstone",2.00,6.00
"Additional Lights","additional_lights:standing_torch_l_polished_diorite",1.50,6.00
"Additional Lights","additional_lights:standing_torch_l_polished_granite",1.50,6.00
"Additional Lights","additional_lights:standing_torch_l_red_nether_bricks",2.00,6.00
"Additional Lights","additional_lights:standing_torch_l_sandstone",0.80,0.80
"Additional Lights","additional_lights:standing_torch_l_smooth_stone",2.00,6.00
"Additional Lights","additional_lights:standing_torch_l_stone",1.50,6.00
"Additional Lights","additional_lights:standing_torch_l_stone_bricks",1.50,6.00
"Additional Lights","additional_lights:standing_torch_s_cobblestone",2.00,6.00
"Additional Lights","additional_lights:standing_torch_s_cut_sandstone",0.80,0.80
"Additional Lights","additional_lights:standing_torch_s_diamond_block",5.00,6.00
"Additional Lights","additional_lights:standing_torch_s_end_stone",3.00,9.00
"Additional Lights","additional_lights:standing_torch_s_end_stone_bricks",3.00,9.00
"Additional Lights","additional_lights:standing_torch_s_gold_block",3.00,6.00
"Additional Lights","additional_lights:standing_torch_s_iron_block",5.00,6.00
"Additional Lights","additional_lights:standing_torch_s_magenta_wool",0.80,0.80
"Additional Lights","additional_lights:standing_torch_s_mossy_cobblestone",2.00,6.00
"Additional Lights","additional_lights:standing_torch_s_mossy_stone_bricks",1.50,6.00
"Additional Lights","additional_lights:standing_torch_s_nether_bricks",2.00,6.00
"Additional Lights","additional_lights:standing_torch_s_packed_ice",0.50,0.50
"Additional Lights","additional_lights:standing_torch_s_pink_wool",0.80,0.80
"Additional Lights","additional_lights:standing_torch_s_polished_andesite",1.50,6.00
"Additional Lights","additional_lights:standing_torch_s_polished_blackstone",2.00,6.00
"Additional Lights","additional_lights:standing_torch_s_polished_diorite",1.50,6.00
"Additional Lights","additional_lights:standing_torch_s_polished_granite",1.50,6.00
"Additional Lights","additional_lights:standing_torch_s_red_nether_bricks",2.00,6.00
"Additional Lights","additional_lights:standing_torch_s_sandstone",0.80,0.80
"Additional Lights","additional_lights:standing_torch_s_smooth_stone",2.00,6.00
"Additional Lights","additional_lights:standing_torch_s_stone",1.50,6.00
"Additional Lights","additional_lights:standing_torch_s_stone_bricks",1.50,6.00
"Advanced Peripherals","advancedperipherals:ar_controller",1.00,5.00
"Advanced Peripherals","advancedperipherals:block_reader",1.00,5.00
"Advanced Peripherals","advancedperipherals:chat_box",1.00,5.00
"Advanced Peripherals","advancedperipherals:colony_integrator",1.00,5.00
"Advanced Peripherals","advancedperipherals:energy_detector",1.00,5.00
"Advanced Peripherals","advancedperipherals:environment_detector",1.00,5.00
"Advanced Peripherals","advancedperipherals:geo_scanner",1.00,5.00
"Advanced Peripherals","advancedperipherals:inventory_manager",1.00,5.00
"Advanced Peripherals","advancedperipherals:me_bridge",1.00,5.00
"Advanced Peripherals","advancedperipherals:nbt_storage",1.00,5.00
"Advanced Peripherals","advancedperipherals:peripheral_casing",1.00,5.00
"Advanced Peripherals","advancedperipherals:player_detector",1.00,5.00
"Advanced Peripherals","advancedperipherals:redstone_integrator",0.00,0.00
"Advanced Peripherals","advancedperipherals:rs_bridge",1.00,5.00
"Alex's Mobs","alexsmobs:banana_peel",0.20,0.20
"Alex's Mobs","alexsmobs:capsid",4.50,4.50
"Alex's Mobs","alexsmobs:crocodile_egg",0.50,0.50
"Alex's Mobs","alexsmobs:gustmaker",4.50,4.50
"Alex's Mobs","alexsmobs:hummingbird_feeder",3.00,3.00
"Alex's Mobs","alexsmobs:leafcutter_ant_chamber",4.00,4.00
"Alex's Mobs","alexsmobs:leafcutter_anthill",2.50,2.50
"Alex's Mobs","alexsmobs:void_worm_beak",3.00,3.00
"Aquamirae","ob_aquamirae:elodea",0.40,0.50
"Aquamirae","ob_aquamirae:elodea_small",0.40,0.50
"Aquamirae","ob_aquamirae:frozen_chest",-1.00,3600000.00
"Aquamirae","ob_aquamirae:jar_of_golden_moth",1.00,10.00
"Aquamirae","ob_aquamirae:luminescent_bubble",0.10,0.50
"Aquamirae","ob_aquamirae:luminescent_lamp",1.40,6.00
"Aquamirae","ob_aquamirae:oxygelium_bud",0.80,1.00
"Aquamirae","ob_aquamirae:oxygelium_bud_empty",0.80,1.00
"Aquamirae","ob_aquamirae:oxygelium_bud_rare",0.80,1.00
"Aquamirae","ob_aquamirae:oxygelium_stem",0.50,1.00
"Aquamirae","ob_aquamirae:paiting_anglerfish",1.00,1.00
"Aquamirae","ob_aquamirae:paiting_oxygelium",1.00,1.00
"Ars Nouveau","ars_nouveau:ab_alternating",2.00,6.00
"Ars Nouveau","ars_nouveau:ab_basket",2.00,6.00
"Ars Nouveau","ars_nouveau:ab_clover",2.00,6.00
"Ars Nouveau","ars_nouveau:ab_herring",2.00,6.00
"Ars Nouveau","ars_nouveau:ab_mosaic",2.00,6.00
"Ars Nouveau","ars_nouveau:ab_smooth",2.00,6.00
"Ars Nouveau","ars_nouveau:ab_smooth_slab",2.00,6.00
"Ars Nouveau","ars_nouveau:alchemical_sourcelink",2.00,6.00
"Ars Nouveau","ars_nouveau:arcane_bricks",2.00,6.00
"Ars Nouveau","ars_nouveau:arcane_core",2.00,6.00
"Ars Nouveau","ars_nouveau:arcane_ore",3.00,3.00
"Ars Nouveau","ars_nouveau:arcane_pedestal",2.00,6.00
"Ars Nouveau","ars_nouveau:arcane_relay",2.00,6.00
"Ars Nouveau","ars_nouveau:arcane_relay_splitter",2.00,6.00
"Ars Nouveau","ars_nouveau:arcane_road",2.00,6.00
"Ars Nouveau","ars_nouveau:arcane_stone",2.00,6.00
"Ars Nouveau","ars_nouveau:archwood_button",0.50,0.50
"Ars Nouveau","ars_nouveau:archwood_chest",2.50,2.50
"Ars Nouveau","ars_nouveau:archwood_door",2.00,3.00
"Ars Nouveau","ars_nouveau:archwood_fence",2.00,3.00
"Ars Nouveau","ars_nouveau:archwood_fence_gate",2.00,3.00
"Ars Nouveau","ars_nouveau:archwood_planks",2.00,2.00
"Ars Nouveau","ars_nouveau:archwood_pressure_plate",2.00,3.00
"Ars Nouveau","ars_nouveau:archwood_slab",2.00,3.00
"Ars Nouveau","ars_nouveau:archwood_stairs",2.00,2.00
"Ars Nouveau","ars_nouveau:archwood_trapdoor",2.00,3.00
"Ars Nouveau","ars_nouveau:archwood_wall_sign",2.00,3.00
"Ars Nouveau","ars_nouveau:as_gold_alt",2.00,6.00
"Ars Nouveau","ars_nouveau:as_gold_ashlar",2.00,6.00
"Ars Nouveau","ars_nouveau:as_gold_basket",2.00,6.00
"Ars Nouveau","ars_nouveau:as_gold_clover",2.00,6.00
"Ars Nouveau","ars_nouveau:as_gold_herring",2.00,6.00
"Ars Nouveau","ars_nouveau:as_gold_mosaic",2.00,6.00
"Ars Nouveau","ars_nouveau:as_gold_slab",2.00,6.00
"Ars Nouveau","ars_nouveau:as_gold_stone",2.00,6.00
"Ars Nouveau","ars_nouveau:basic_spell_turret",2.00,6.00
"Ars Nouveau","ars_nouveau:blue_archwood_leaves",0.20,0.20
"Ars Nouveau","ars_nouveau:blue_archwood_log",2.00,2.00
"Ars Nouveau","ars_nouveau:blue_archwood_sapling",0.00,0.00
"Ars Nouveau","ars_nouveau:blue_archwood_wood",2.00,2.00
"Ars Nouveau","ars_nouveau:bookwyrm_lectern",2.00,6.00
"Ars Nouveau","ars_nouveau:creative_mana_jar",2.00,6.00
"Ars Nouveau","ars_nouveau:crystallizer",2.00,6.00
"Ars Nouveau","ars_nouveau:drygmy_stone",2.00,6.00
"Ars Nouveau","ars_nouveau:enchanting_apparatus",2.00,6.00
"Ars Nouveau","ars_nouveau:glyph_press",2.00,6.00
"Ars Nouveau","ars_nouveau:green_archwood_leaves",0.20,0.20
"Ars Nouveau","ars_nouveau:green_archwood_log",2.00,2.00
"Ars Nouveau","ars_nouveau:green_archwood_sapling",0.00,0.00
"Ars Nouveau","ars_nouveau:green_archwood_wood",2.00,2.00
"Ars Nouveau","ars_nouveau:intangible_air",0.00,0.00
"Ars Nouveau","ars_nouveau:lava_lily",2.00,6.00
"Ars Nouveau","ars_nouveau:light_block",0.00,0.00
"Ars Nouveau","ars_nouveau:mana_berry_bush",0.00,0.00
"Ars Nouveau","ars_nouveau:mana_bloom_crop",0.00,0.00
"Ars Nouveau","ars_nouveau:mana_condenser",2.00,6.00
"Ars Nouveau","ars_nouveau:mana_gem_block",2.00,6.00
"Ars Nouveau","ars_nouveau:mana_jar",2.00,6.00
"Ars Nouveau","ars_nouveau:mycelial_sourcelink",2.00,6.00
"Ars Nouveau","ars_nouveau:phantom_block",2.00,6.00
"Ars Nouveau","ars_nouveau:portal",-1.00,3600000.00
"Ars Nouveau","ars_nouveau:potion_jar",2.00,6.00
"Ars Nouveau","ars_nouveau:potion_melder",2.00,6.00
"Ars Nouveau","ars_nouveau:purple_archwood_leaves",0.20,0.20
"Ars Nouveau","ars_nouveau:purple_archwood_log",2.00,2.00
"Ars Nouveau","ars_nouveau:purple_archwood_sapling",0.00,0.00
"Ars Nouveau","ars_nouveau:purple_archwood_wood",2.00,2.00
"Ars Nouveau","ars_nouveau:red_archwood_leaves",0.20,0.20
"Ars Nouveau","ars_nouveau:red_archwood_log",2.00,2.00
"Ars Nouveau","ars_nouveau:red_archwood_sapling",0.00,0.00
"Ars Nouveau","ars_nouveau:red_archwood_wood",2.00,2.00
"Ars Nouveau","ars_nouveau:redstone_air",0.00,0.00
"Ars Nouveau","ars_nouveau:relay_deposit",2.00,6.00
"Ars Nouveau","ars_nouveau:relay_warp",2.00,6.00
"Ars Nouveau","ars_nouveau:ritual",2.00,6.00
"Ars Nouveau","ars_nouveau:rune",0.00,0.00
"Ars Nouveau","ars_nouveau:sas_alternating",2.00,6.00
"Ars Nouveau","ars_nouveau:sas_ashlar",2.00,6.00
"Ars Nouveau","ars_nouveau:sas_basket",2.00,6.00
"Ars Nouveau","ars_nouveau:sas_clover",2.00,6.00
"Ars Nouveau","ars_nouveau:sas_herring",2.00,6.00
"Ars Nouveau","ars_nouveau:sas_mosaic",2.00,6.00
"Ars Nouveau","ars_nouveau:sconce",2.00,3.00
"Ars Nouveau","ars_nouveau:scribes_table",2.00,3.00
"Ars Nouveau","ars_nouveau:spell_prism",2.00,6.00
"Ars Nouveau","ars_nouveau:spell_turret",2.00,6.00
"Ars Nouveau","ars_nouveau:stripped_blue_archwood_log",2.00,2.00
"Ars Nouveau","ars_nouveau:stripped_blue_archwood_wood",2.00,2.00
"Ars Nouveau","ars_nouveau:stripped_green_archwood_log",2.00,2.00
"Ars Nouveau","ars_nouveau:stripped_green_archwood_wood",2.00,2.00
"Ars Nouveau","ars_nouveau:stripped_purple_archwood_log",2.00,2.00
"Ars Nouveau","ars_nouveau:stripped_purple_archwood_wood",2.00,2.00
"Ars Nouveau","ars_nouveau:stripped_red_archwood_log",2.00,2.00
