"Registry name","Map color (hex)","Map color (int)"
"additional_lights:fire_pit_s_nether_bricks","#700200","7340544"
"additional_lights:fire_pit_s_packed_ice","#A0A0FF","10526975"
"additional_lights:fire_pit_s_pink_wool","#F27FA5","15892389"
"additional_lights:fire_pit_s_polished_andesite","#707070","7368816"
"additional_lights:fire_pit_s_polished_blackstone","#191919","1644825"
"additional_lights:fire_pit_s_polished_diorite","#FFFCF5","16776437"
"additional_lights:fire_pit_s_polished_granite","#976D4D","9923917"
"additional_lights:fire_pit_s_red_nether_bricks","#700200","7340544"
"additional_lights:fire_pit_s_sandstone","#F7E9A3","16247203"
"additional_lights:fire_pit_s_smooth_stone","#707070","7368816"
"additional_lights:fire_pit_s_stone","#707070","7368816"
"additional_lights:fire_pit_s_stone_bricks","#707070","7368816"
"additional_lights:soul_fire_for_fire_pit_l","#5CDBD5","6085589"
"additional_lights:soul_fire_for_fire_pit_s","#5CDBD5","6085589"
"additional_lights:soul_fire_for_standing_torch_l","#5CDBD5","6085589"
"additional_lights:soul_fire_for_standing_torch_s","#5CDBD5","6085589"
"additional_lights:standing_torch_l_cobblestone","#707070","7368816"
"additional_lights:standing_torch_l_cut_sandstone","#F7E9A3","16247203"
"additional_lights:standing_torch_l_diamond_block","#5CDBD5","6085589"
"additional_lights:standing_torch_l_end_stone","#F7E9A3","16247203"
"additional_lights:standing_torch_l_end_stone_bricks","#F7E9A3","16247203"
"additional_lights:standing_torch_l_gold_block","#FAEE4D","16445005"
"additional_lights:standing_torch_l_iron_block","#A7A7A7","10987431"
"additional_lights:standing_torch_l_magenta_wool","#B24CD8","11685080"
"additional_lights:standing_torch_l_mossy_cobblestone","#707070","7368816"
"additional_lights:standing_torch_l_mossy_stone_bricks","#707070","7368816"
"additional_lights:standing_torch_l_nether_bricks","#700200","7340544"
"additional_lights:standing_torch_l_packed_ice","#A0A0FF","10526975"
"additional_lights:standing_torch_l_pink_wool","#F27FA5","15892389"
"additional_lights:standing_torch_l_polished_andesite","#707070","7368816"
"additional_lights:standing_torch_l_polished_blackstone","#191919","1644825"
"additional_lights:standing_torch_l_polished_diorite","#FFFCF5","16776437"
"additional_lights:standing_torch_l_polished_granite","#976D4D","9923917"
"additional_lights:standing_torch_l_red_nether_bricks","#700200","7340544"
"additional_lights:standing_torch_l_sandstone","#F7E9A3","16247203"
"additional_lights:standing_torch_l_smooth_stone","#707070","7368816"
"additional_lights:standing_torch_l_stone","#707070","7368816"
"additional_lights:standing_torch_l_stone_bricks","#707070","7368816"
"additional_lights:standing_torch_s_cobblestone","#707070","7368816"
"additional_lights:standing_torch_s_cut_sandstone","#F7E9A3","16247203"
"additional_lights:standing_torch_s_diamond_block","#5CDBD5","6085589"
"additional_lights:standing_torch_s_end_stone","#F7E9A3","16247203"
"additional_lights:standing_torch_s_end_stone_bricks","#F7E9A3","16247203"
"additional_lights:standing_torch_s_gold_block","#FAEE4D","16445005"
"additional_lights:standing_torch_s_iron_block","#A7A7A7","10987431"
"additional_lights:standing_torch_s_magenta_wool","#B24CD8","11685080"
"additional_lights:standing_torch_s_mossy_cobblestone","#707070","7368816"
"additional_lights:standing_torch_s_mossy_stone_bricks","#707070","7368816"
"additional_lights:standing_torch_s_nether_bricks","#700200","7340544"
"additional_lights:standing_torch_s_packed_ice","#A0A0FF","10526975"
"additional_lights:standing_torch_s_pink_wool","#F27FA5","15892389"
"additional_lights:standing_torch_s_polished_andesite","#707070","7368816"
"additional_lights:standing_torch_s_polished_blackstone","#191919","1644825"
"additional_lights:standing_torch_s_polished_diorite","#FFFCF5","16776437"
"additional_lights:standing_torch_s_polished_granite","#976D4D","9923917"
"additional_lights:standing_torch_s_red_nether_bricks","#700200","7340544"
"additional_lights:standing_torch_s_sandstone","#F7E9A3","16247203"
"additional_lights:standing_torch_s_smooth_stone","#707070","7368816"
"additional_lights:standing_torch_s_stone","#707070","7368816"
"additional_lights:standing_torch_s_stone_bricks","#707070","7368816"
"advancedperipherals:ar_controller","#A7A7A7","10987431"
"advancedperipherals:block_reader","#A7A7A7","10987431"
"advancedperipherals:chat_box","#A7A7A7","10987431"
"advancedperipherals:colony_integrator","#A7A7A7","10987431"
"advancedperipherals:energy_detector","#A7A7A7","10987431"
"advancedperipherals:environment_detector","#A7A7A7","10987431"
"advancedperipherals:geo_scanner","#A7A7A7","10987431"
"advancedperipherals:inventory_manager","#A7A7A7","10987431"
"advancedperipherals:me_bridge","#A7A7A7","10987431"
"advancedperipherals:nbt_storage","#A7A7A7","10987431"
"advancedperipherals:peripheral_casing","#A7A7A7","10987431"
"advancedperipherals:player_detector","#A7A7A7","10987431"
"advancedperipherals:redstone_integrator","#A7A7A7","10987431"
"advancedperipherals:rs_bridge","#A7A7A7","10987431"
"alexsmobs:banana_peel","#007C00","31744"
"alexsmobs:capsid","#000000","0"
"alexsmobs:crocodile_egg","#F7E9A3","16247203"
"alexsmobs:gustmaker","#707070","7368816"
"alexsmobs:hummingbird_feeder","#A7A7A7","10987431"
"alexsmobs:leafcutter_ant_chamber","#7FB238","8368696"
"alexsmobs:leafcutter_anthill","#7FB238","8368696"
"alexsmobs:void_worm_beak","#007C00","31744"
"ars_nouveau:ab_alternating","#707070","7368816"
"ars_nouveau:ab_basket","#707070","7368816"
"ars_nouveau:ab_clover","#707070","7368816"
"ars_nouveau:ab_herring","#707070","7368816"
"ars_nouveau:ab_mosaic","#707070","7368816"
"ars_nouveau:ab_smooth","#707070","7368816"
"ars_nouveau:ab_smooth_slab","#707070","7368816"
"ars_nouveau:alchemical_sourcelink","#707070","7368816"
"ars_nouveau:arcane_bricks","#707070","7368816"
"ars_nouveau:arcane_core","#707070","7368816"
"ars_nouveau:arcane_ore","#707070","7368816"
"ars_nouveau:arcane_pedestal","#707070","7368816"
"ars_nouveau:arcane_relay","#707070","7368816"
"ars_nouveau:arcane_relay_splitter","#707070","7368816"
"ars_nouveau:arcane_road","#707070","7368816"
"ars_nouveau:arcane_stone","#707070","7368816"
"ars_nouveau:archwood_button","#000000","0"
"ars_nouveau:archwood_chest","#8F7748","9402184"
"ars_nouveau:archwood_door","#8F7748","9402184"
"ars_nouveau:archwood_fence","#8F7748","9402184"
"ars_nouveau:archwood_fence_gate","#8F7748","9402184"
"ars_nouveau:archwood_planks","#8F7748","9402184"
"ars_nouveau:archwood_pressure_plate","#8F7748","9402184"
"ars_nouveau:archwood_slab","#8F7748","9402184"
"ars_nouveau:archwood_stairs","#8F7748","9402184"
"ars_nouveau:archwood_trapdoor","#8F7748","9402184"
"ars_nouveau:archwood_wall_sign","#8F7748","9402184"
"ars_nouveau:as_gold_alt","#707070","7368816"
"ars_nouveau:as_gold_ashlar","#707070","7368816"
"ars_nouveau:as_gold_basket","#707070","7368816"
"ars_nouveau:as_gold_clover","#707070","7368816"
"ars_nouveau:as_gold_herring","#707070","7368816"
"ars_nouveau:as_gold_mosaic","#707070","7368816"
"ars_nouveau:as_gold_slab","#707070","7368816"
"ars_nouveau:as_gold_stone","#707070","7368816"
"ars_nouveau:basic_spell_turret","#707070","7368816"
"ars_nouveau:blue_archwood_leaves","#007C00","31744"
"ars_nouveau:blue_archwood_log","#8F7748","9402184"
"ars_nouveau:blue_archwood_sapling","#007C00","31744"
"ars_nouveau:blue_archwood_wood","#8F7748","9402184"
"ars_nouveau:bookwyrm_lectern","#707070","7368816"
"ars_nouveau:creative_mana_jar","#707070","7368816"
"ars_nouveau:crystallizer","#707070","7368816"
"ars_nouveau:drygmy_stone","#707070","7368816"
"ars_nouveau:enchanting_apparatus","#707070","7368816"
"ars_nouveau:glyph_press","#707070","7368816"
"ars_nouveau:green_archwood_leaves","#007C00","31744"
"ars_nouveau:green_archwood_log","#8F7748","9402184"
"ars_nouveau:green_archwood_sapling","#007C00","31744"
"ars_nouveau:green_archwood_wood","#8F7748","9402184"
"ars_nouveau:intangible_air","#000000","0"
"ars_nouveau:lava_lily","#707070","7368816"
"ars_nouveau:light_block","#707070","7368816"
"ars_nouveau:mana_berry_bush","#007C00","31744"
"ars_nouveau:mana_bloom_crop","#007C00","31744"
"ars_nouveau:mana_condenser","#707070","7368816"
"ars_nouveau:mana_gem_block","#707070","7368816"
"ars_nouveau:mana_jar","#707070","7368816"
"ars_nouveau:mycelial_sourcelink","#707070","7368816"
"ars_nouveau:phantom_block","#707070","7368816"
"ars_nouveau:portal","#000000","0"
"ars_nouveau:potion_jar","#707070","7368816"
"ars_nouveau:potion_melder","#707070","7368816"
"ars_nouveau:purple_archwood_leaves","#007C00","31744"
"ars_nouveau:purple_archwood_log","#8F7748","9402184"
"ars_nouveau:purple_archwood_sapling","#007C00","31744"
"ars_nouveau:purple_archwood_wood","#8F7748","9402184"
"ars_nouveau:red_archwood_leaves","#007C00","31744"
"ars_nouveau:red_archwood_log","#8F7748","9402184"
"ars_nouveau:red_archwood_sapling","#007C00","31744"
"ars_nouveau:red_archwood_wood","#8F7748","9402184"
"ars_nouveau:redstone_air","#000000","0"
"ars_nouveau:relay_deposit","#707070","7368816"
"ars_nouveau:relay_warp","#707070","7368816"
"ars_nouveau:ritual","#707070","7368816"
"ars_nouveau:rune","#707070","7368816"
"ars_nouveau:sas_alternating","#707070","7368816"
"ars_nouveau:sas_ashlar","#707070","7368816"
"ars_nouveau:sas_basket","#707070","7368816"
"ars_nouveau:sas_clover","#707070","7368816"
"ars_nouveau:sas_herring","#707070","7368816"
"ars_nouveau:sas_mosaic","#707070","7368816"
"ars_nouveau:sconce","#707070","7368816"
"ars_nouveau:scribes_table","#8F7748","9402184"
"ars_nouveau:spell_prism","#707070","7368816"
"ars_nouveau:spell_turret","#707070","7368816"
"ars_nouveau:stripped_blue_archwood_log","#8F7748","9402184"
"ars_nouveau:stripped_blue_archwood_wood","#8F7748","9402184"
"ars_nouveau:stripped_green_archwood_log","#8F7748","9402184"
"ars_nouveau:stripped_green_archwood_wood","#8F7748","9402184"
"ars_nouveau:stripped_purple_archwood_log","#8F7748","9402184"
"ars_nouveau:stripped_purple_archwood_wood","#8F7748","9402184"
"ars_nouveau:stripped_red_archwood_log","#8F7748","9402184"
"ars_nouveau:stripped_red_archwood_wood","#8F7748","9402184"
"ars_nouveau:summoning_crystal","#707070","7368816"
"ars_nouveau:timer_spell_turret","#707070","7368816"
"ars_nouveau:vitalic_sourcelink","#707070","7368816"
"ars_nouveau:volcanic_accumulator","#707070","7368816"
"ars_nouveau:warding_stone","#707070","7368816"
"ars_nouveau:wixie_cauldron","#707070","7368816"
"astralsorcery:altar_attunement","#D1B1A1","13742497"
"astralsorcery:altar_constellation","#D1B1A1","13742497"
"astralsorcery:altar_discovery","#D1B1A1","13742497"
"astralsorcery:altar_radiance","#D1B1A1","13742497"
"astralsorcery:aquamarine_sand_ore","#F7E9A3","16247203"
"astralsorcery:attunement_altar","#D1B1A1","13742497"
"astralsorcery:black_marble_arch","#D1B1A1","13742497"
"astralsorcery:black_marble_bricks","#D1B1A1","13742497"
"astralsorcery:black_marble_chiseled","#D1B1A1","13742497"
"astralsorcery:black_marble_engraved","#D1B1A1","13742497"
"astralsorcery:black_marble_pillar","#D1B1A1","13742497"
"astralsorcery:black_marble_raw","#D1B1A1","13742497"
"astralsorcery:black_marble_runed","#D1B1A1","13742497"
"astralsorcery:black_marble_slab","#D1B1A1","13742497"
"astralsorcery:black_marble_stairs","#D1B1A1","13742497"
"astralsorcery:celestial_collector_crystal","#4C7F99","5013401"
"astralsorcery:celestial_crystal_cluster","#4C7F99","5013401"
"astralsorcery:celestial_gateway","#000000","0"
"astralsorcery:chalice","#FAEE4D","16445005"
"astralsorcery:flare_light","#000000","0"
"astralsorcery:fountain","#664C33","6704179"
"astralsorcery:fountain_prime_liquid","#D1B1A1","13742497"
"astralsorcery:fountain_prime_ore","#D1B1A1","13742497"
"astralsorcery:fountain_prime_vortex","#D1B1A1","13742497"
"astralsorcery:gem_crystal_cluster","#D1B1A1","13742497"
"astralsorcery:glow_flower","#007C00","31744"
"astralsorcery:illuminator","#000000","0"
"astralsorcery:infused_wood","#664C33","6704179"
"astralsorcery:infused_wood_arch","#664C33","6704179"
"astralsorcery:infused_wood_column","#664C33","6704179"
"astralsorcery:infused_wood_engraved","#664C33","6704179"
"astralsorcery:infused_wood_enriched","#664C33","6704179"
"astralsorcery:infused_wood_infused","#664C33","6704179"
"astralsorcery:infused_wood_planks","#664C33","6704179"
"astralsorcery:infused_wood_slab","#664C33","6704179"
"astralsorcery:infused_wood_stairs","#664C33","6704179"
"astralsorcery:infuser","#D1B1A1","13742497"
"astralsorcery:lens","#000000","0"
"astralsorcery:liquid_starlight","#4040FF","4210943"
"astralsorcery:marble_arch","#D1B1A1","13742497"
"astralsorcery:marble_bricks","#D1B1A1","13742497"
"astralsorcery:marble_chiseled","#D1B1A1","13742497"
"astralsorcery:marble_engraved","#D1B1A1","13742497"
"astralsorcery:marble_pillar","#D1B1A1","13742497"
"astralsorcery:marble_raw","#D1B1A1","13742497"
"astralsorcery:marble_runed","#D1B1A1","13742497"
"astralsorcery:marble_slab","#D1B1A1","13742497"
"astralsorcery:marble_stairs","#D1B1A1","13742497"
"astralsorcery:observatory","#FAEE4D","16445005"
"astralsorcery:prism","#000000","0"
"astralsorcery:refraction_table","#664C33","6704179"
"astralsorcery:ritual_link","#000000","0"
"astralsorcery:ritual_pedestal","#D1B1A1","13742497"
"astralsorcery:rock_collector_crystal","#D1B1A1","13742497"
"astralsorcery:rock_crystal_ore","#707070","7368816"
"astralsorcery:spectral_relay","#000000","0"
"astralsorcery:starmetal","#334CB2","3361970"
"astralsorcery:starmetal_ore","#707070","7368816"
"astralsorcery:structural","#000000","0"
"astralsorcery:telescope","#664C33","6704179"
"astralsorcery:translucent_block","#000000","0"
"astralsorcery:tree_beacon","#007C00","31744"
"astralsorcery:tree_beacon_component","#000000","0"
"astralsorcery:vanishing","#000000","0"
"astralsorcery:well","#D1B1A1","13742497"
"autumnity:autumn_crocus","#007C00","31744"
"autumnity:carved_large_pumpkin_slice","#D87F33","14188339"
"autumnity:chiseled_snail_shell_bricks","#4C3223","4993571"
"autumnity:cooked_turkey","#000000","0"
"autumnity:cursed_jack_o_lantern","#D87F33","14188339"
"autumnity:ender_jack_o_lantern","#D87F33","14188339"
"autumnity:foul_berry_bush","#007C00","31744"
"autumnity:foul_berry_bush_pips","#007C00","31744"
"autumnity:foul_berry_sack","#9F5224","10441252"
"autumnity:large_cursed_jack_o_lantern_slice","#D87F33","14188339"
"autumnity:large_ender_jack_o_lantern_slice","#D87F33","14188339"
"autumnity:large_jack_o_lantern_slice","#D87F33","14188339"
"autumnity:large_pumpkin_slice","#D87F33","14188339"
"autumnity:large_redstone_jack_o_lantern_slice","#D87F33","14188339"
"autumnity:large_soul_jack_o_lantern_slice","#D87F33","14188339"
"autumnity:maple_beehive","#8F7748","9402184"
"autumnity:maple_bookshelf","#9F5224","10441252"
"autumnity:maple_button","#000000","0"
"autumnity:maple_chest","#9F5224","10441252"
"autumnity:maple_door","#9F5224","10441252"
"autumnity:maple_fence","#9F5224","10441252"
"autumnity:maple_fence_gate","#9F5224","10441252"
"autumnity:maple_hedge","#9F5224","10441252"
"autumnity:maple_ladder","#000000","0"
"autumnity:maple_leaf_carpet","#007C00","31744"
"autumnity:maple_leaves","#007C00","31744"
"autumnity:maple_log","#9F5224","10441252"
"autumnity:maple_planks","#9F5224","10441252"
"autumnity:maple_post","#9F5224","10441252"
"autumnity:maple_pressure_plate","#9F5224","10441252"
"autumnity:maple_sapling","#007C00","31744"
"autumnity:maple_sign","#8F7748","9402184"
"autumnity:maple_slab","#9F5224","10441252"
"autumnity:maple_stairs","#9F5224","10441252"
"autumnity:maple_trapdoor","#9F5224","10441252"
"autumnity:maple_trapped_chest","#9F5224","10441252"
"autumnity:maple_vertical_slab","#9F5224","10441252"
"autumnity:maple_wall_sign","#9F5224","10441252"
"autumnity:maple_wood","#9F5224","10441252"
"autumnity:orange_maple_hedge","#9F5224","10441252"
"autumnity:orange_maple_leaf_carpet","#9F5224","10441252"
"autumnity:orange_maple_leaves","#9F5224","10441252"
"autumnity:orange_maple_sapling","#9F5224","10441252"
"autumnity:pancake","#000000","0"
"autumnity:potted_autumn_crocus","#000000","0"
"autumnity:potted_foul_berries","#000000","0"
"autumnity:potted_maple_sapling","#000000","0"
"autumnity:potted_orange_maple_sapling","#9F5224","10441252"
"autumnity:potted_red_maple_sapling","#993333","10040115"
"autumnity:potted_yellow_maple_sapling","#BA8524","12223780"
"autumnity:red_maple_hedge","#9F5224","10441252"
"autumnity:red_maple_leaf_carpet","#993333","10040115"
"autumnity:red_maple_leaves","#993333","10040115"
"autumnity:red_maple_sapling","#993333","10040115"
"autumnity:redstone_jack_o_lantern","#D87F33","14188339"
"autumnity:sappy_maple_log","#9F5224","10441252"
"autumnity:sappy_maple_wood","#9F5224","10441252"
"autumnity:snail_shell_block","#4C3223","4993571"
"autumnity:snail_shell_brick_slab","#4C3223","4993571"
"autumnity:snail_shell_brick_stairs","#4C3223","4993571"
"autumnity:snail_shell_brick_vertical_slab","#4C3223","4993571"
"autumnity:snail_shell_brick_wall","#4C3223","4993571"
"autumnity:snail_shell_bricks","#4C3223","4993571"
"autumnity:snail_shell_tile_slab","#4C3223","4993571"
"autumnity:snail_shell_tile_stairs","#4C3223","4993571"
"autumnity:snail_shell_tile_vertical_slab","#4C3223","4993571"
"autumnity:snail_shell_tile_wall","#4C3223","4993571"
"autumnity:snail_shell_tiles","#4C3223","4993571"
"autumnity:snail_slime","#D1B1A1","13742497"
"autumnity:snail_slime_block","#D1B1A1","13742497"
"autumnity:soul_jack_o_lantern","#D87F33","14188339"
