"Registry name","Display name","Hunger","Saturation","Is meat","Fast to eat","Tags","Effects"
"croptopia:fried_chicken","Fried Chicken",10,0.8,"false","false","forge:fried_chickens, nourish:protein",""
"croptopia:fruit_salad","Fruit Salad",10,0.8,"false","false","forge:fruit_salads, nourish:fruit",""
"croptopia:fruit_smoothie","Fruit Smoothie",7,0.6,"false","false","dehydration:hydrating_drinks, forge:fruit_smoothies, nourish:fruit, nourish:sweets",""
"croptopia:garlic","Garlic",1,0.4,"false","false","diet:vegetables, forge:vegetables, forge:vegetables/garlic, nourish:vegetables",""
"croptopia:grape","Grape",3,0.4,"false","false","dehydration:hydrating_foods, diet:fruits, forge:fruits, forge:fruits/grapes, nourish:fruit",""
"croptopia:grape_jam","Grape Jam",3,0.4,"false","false","forge:jam, forge:jams/grape_jam, forge:jellies, nourish:fruit, nourish:sweets",""
"croptopia:grape_juice","Grape Juice",5,0.5,"false","false","dehydration:hydrating_stew, forge:juices, forge:juices/grape_juice, nourish:fruit, nourish:sweets",""
"croptopia:grapefruit","Grapefruit",3,0.4,"false","false","dehydration:hydrating_foods, diet:fruits, forge:fruits, forge:fruits/grapefruits, nourish:fruit",""
"croptopia:greenbean","Green Bean",3,0.4,"false","false","diet:vegetables, forge:vegetables, forge:vegetables/greenbeans, nourish:vegetables",""
"croptopia:greenonion","Green Onion",1,0.4,"false","false","diet:vegetables, forge:vegetables, forge:vegetables/greenonions, nourish:vegetables",""
"croptopia:grilled_cheese","Grilled Cheese",7,0.6,"false","false","forge:grilled_cheeses, nourish:carbohydrates, nourish:fats",""
"croptopia:ham_sandwich","Ham Sandwich",10,0.8,"false","false","forge:ham_sandwiches, nourish:carbohydrates, nourish:protein",""
"croptopia:hamburger","Hamburger",10,0.8,"false","false","forge:hamburgers, nourish:carbohydrates, nourish:protein",""
"croptopia:honeydew","Honeydew",3,0.4,"false","false","croptopia:melons, dehydration:hydrating_foods, diet:fruits, forge:fruits, forge:fruits/honeydew, nourish:fruit",""
"croptopia:horchata","Horchata",10,0.8,"false","false","nourish:carbohydrates, nourish:fats, nourish:sweets",""
"croptopia:kale","Kale",3,0.4,"false","false","diet:vegetables, forge:vegetables, forge:vegetables/kale, nourish:vegetables",""
"croptopia:kale_chips","Kale Chips",5,0.5,"false","false","forge:kale_chips, nourish:vegetables",""
"croptopia:kale_smoothie","Kale Smoothie",14,1.0,"false","false","dehydration:hydrating_drinks, forge:kale_smoothies, nourish:sweets, nourish:vegetables",""
"croptopia:kiwi","Kiwi",3,0.4,"false","false","diet:fruits, forge:fruits, forge:fruits/kiwis, nourish:fruit",""
"croptopia:kumquat","Kumquat",3,0.4,"false","false","dehydration:hydrating_foods, diet:fruits, forge:fruits, forge:fruits/kumquat, nourish:fruit",""
"croptopia:leafy_salad","Leafy Salad",10,0.8,"false","false","forge:leafy_salads, nourish:vegetables",""
"croptopia:leek","Leek",3,0.4,"false","false","diet:vegetables, forge:vegetables, forge:vegetables/leek, nourish:vegetables",""
"croptopia:leek_soup","Leek Soup",7,0.6,"false","false","dehydration:hydrating_stew, forge:leek_soups, nourish:vegetables",""
"croptopia:lemon","Lemon",3,0.4,"false","false","dehydration:hydrating_foods, diet:fruits, forge:fruits, forge:fruits/lemons, nourish:fruit",""
"croptopia:lemon_chicken","Lemon Chicken",10,0.8,"false","false","forge:lemon_chickens, nourish:protein",""
"croptopia:lemonade","Lemonade",5,0.5,"false","false","dehydration:hydrating_drinks, forge:lemonades, nourish:fruit, nourish:sweets",""
"croptopia:lettuce","Lettuce",3,0.4,"false","false","diet:vegetables, forge:vegetables, forge:vegetables/lettuce, nourish:vegetables",""
"croptopia:lime","Lime",3,0.4,"false","false","dehydration:hydrating_foods, diet:fruits, forge:fruits, forge:fruits/limes, nourish:fruit",""
"croptopia:limeade","Limeade",5,0.5,"false","false","dehydration:hydrating_drinks, forge:limeades, nourish:fruit, nourish:sweets",""
"croptopia:mango","Mango",3,0.4,"false","false","dehydration:hydrating_foods, diet:fruits, forge:fruits, forge:fruits/mangos, nourish:fruit",""
"croptopia:mango_ice_cream","Mango Ice Cream",10,0.8,"false","false","forge:mango_ice_creams, nourish:fruit, nourish:sweets",""
"croptopia:mead","Mead",7,0.6,"false","false","dehydration:hydrating_drinks, forge:meads",""
"croptopia:melon_juice","Melon Juice",5,0.5,"false","false","dehydration:hydrating_stew, forge:juices, forge:juices/melon_juice, nourish:fruit, nourish:sweets",""
"croptopia:nectarine","Nectarine",3,0.4,"false","false","dehydration:hydrating_foods, diet:fruits, forge:fruits, forge:fruits/nectarines, nourish:fruit",""
"croptopia:nougat","Nougat",7,0.6,"false","false","forge:nougats",""
"croptopia:nutmeg","Nutmeg",1,0.4,"false","false","diet:fruits, forge:crops/nutmeg, nourish:fruit",""
"croptopia:nutty_cookie","Nutty Cookie",5,0.5,"false","false","forge:nutty_cookies, supplementaries:cookies",""
"croptopia:oat","Oats",1,0.4,"false","false","croptopia:flourable, diet:grains, forge:grains, forge:grains/oats, nourish:carbohydrates",""
"croptopia:oatmeal","Oatmeal",7,0.6,"false","false","forge:oatmeals, nourish:carbohydrates",""
"croptopia:olive","Olive",3,0.4,"false","false","diet:fruits, forge:fruits, forge:fruits/olives, nourish:fats, nourish:vegetables",""
"croptopia:onion","Onion",3,0.4,"false","false","diet:vegetables, forge:vegetables, forge:vegetables/onion, nourish:vegetables",""
"croptopia:onion_rings","Onion Rings",5,0.5,"false","false","forge:onion_rings, nourish:vegetables",""
"croptopia:orange","Orange",3,0.4,"false","false","dehydration:hydrating_foods, diet:fruits, forge:fruits, forge:fruits/oranges, nourish:fruit",""
"croptopia:orange_juice","Orange Juice",5,0.5,"false","false","dehydration:hydrating_stew, forge:juices, forge:juices/orange_juice, nourish:fruit, nourish:sweets",""
"croptopia:peach","Peach",3,0.4,"false","false","dehydration:hydrating_foods, diet:fruits, forge:fruits, forge:fruits/peaches, nourish:fruit",""
"croptopia:peach_jam","Peach Jam",3,0.4,"false","false","forge:jam, forge:jams/peach_jam, forge:jellies, nourish:fruit, nourish:sweets",""
"croptopia:peanut","Peanut",1,0.4,"false","false","croptopia:nuts, diet:proteins, forge:crops/peanuts, nourish:fats, nourish:protein",""
"croptopia:peanut_butter_and_jam","Peanut Butter and Jam",10,0.8,"false","false","forge:peanut_butter_and_jam, nourish:carbohydrates, nourish:fats, nourish:fruit",""
"croptopia:pear","Pear",3,0.4,"false","false","dehydration:hydrating_foods, diet:fruits, forge:fruits, forge:fruits/pears, nourish:fruit",""
"croptopia:pecan","Pecan",3,0.4,"false","false","croptopia:nuts, diet:proteins, forge:fruits, forge:fruits/pecans, forge:nuts/pecans, nourish:fruit, nourish:protein",""
"croptopia:pecan_ice_cream","Pecan Ice Cream",10,0.8,"false","false","forge:pecan_ice_creams",""
"croptopia:pecan_pie","Pecan Pie",14,1.0,"false","false","forge:pecan_pies",""
"croptopia:pepperoni","Pepperoni",5,0.5,"false","false","forge:pepperoni, nourish:fats, nourish:protein",""
"croptopia:persimmon","Persimmon",3,0.4,"false","false","dehydration:hydrating_foods, diet:fruits, forge:fruits, forge:fruits/persimmons, nourish:fruit",""
"croptopia:pineapple","Pineapple",3,0.4,"false","false","diet:fruits, forge:fruits, forge:fruits/pineapples, nourish:fruit",""
"croptopia:pineapple_juice","Pineapple Juice",5,0.5,"false","false","dehydration:hydrating_stew, forge:juices, forge:juices/pineapple_juice, nourish:fruit, nourish:sweets",""
"croptopia:pineapple_pepperoni_pizza","Pineapple Pepperoni Pizza",18,1.4,"false","false","forge:pineapple_pepperoni_pizzas, nourish:carbohydrates, nourish:fruit, nourish:protein",""
"croptopia:pizza","Pizza",10,0.8,"false","false","forge:pizzas, nourish:carbohydrates, nourish:fats, nourish:protein",""
"croptopia:plum","Plum",3,0.4,"false","false","dehydration:hydrating_foods, diet:fruits, forge:fruits, forge:fruits/plums, nourish:fruit",""
"croptopia:popcorn","Popcorn",3,0.4,"false","false","forge:popcorns, nourish:carbohydrates",""
"croptopia:pork_and_beans","Pork and Beans",10,0.8,"false","false","forge:pork_and_beanss, nourish:protein",""
"croptopia:pork_jerky","Pork Jerky",5,0.5,"false","false","diet:proteins, forge:pork_jerkies, nourish:protein",""
"croptopia:potato_chips","Potato Chips",5,0.5,"false","false","forge:potato_chips, nourish:carbohydrates, nourish:vegetables",""
"croptopia:protein_bar","Protein Bar",10,0.8,"false","false","forge:protein_bars",""
"croptopia:pumpkin_spice_latte","Pumpkin Spice Latte",14,1.0,"false","false","dehydration:hydrating_drinks, forge:pumpkin_spice_lattes, nourish:sweets",""
"croptopia:quesadilla","Quesadilla",10,0.8,"false","false","nourish:carbohydrates, nourish:fruit, nourish:protein",""
"croptopia:radish","Radish",3,0.4,"false","false","diet:vegetables, forge:vegetables, forge:vegetables/radishes, nourish:vegetables",""
"croptopia:raisin_oatmeal_cookie","Raisin Oatmeal Cookie",5,0.5,"false","false","forge:raisin_oatmeal_cookies, supplementaries:cookies",""
"croptopia:raisins","Raisins",3,0.4,"false","false","forge:raisins, nourish:fruit",""
"croptopia:raspberry","Raspberry",3,0.4,"false","false","dehydration:hydrating_foods, diet:fruits, forge:fruits, forge:fruits/raspberries, nourish:fruit",""
"croptopia:raspberry_jam","Raspberry Jam",3,0.4,"false","false","forge:jams/raspberry_jam, nourish:fruit, nourish:sweets",""
"croptopia:refried_beans","Refried Beans",7,0.6,"false","false","nourish:carbohydrates, nourish:vegetables",""
"croptopia:rhubarb","Rhubarb",3,0.4,"false","false","diet:vegetables, forge:vegetables, forge:vegetables/rhubarb, nourish:vegetables",""
"croptopia:rice","Rice",1,0.4,"false","false","diet:grains, forge:grains, forge:grains/rice, nourish:carbohydrates",""
"croptopia:roasted_nuts","Roasted Nuts",5,0.5,"false","false","forge:roasted_nuts",""
"croptopia:rum","Rum",7,0.6,"false","false","dehydration:hydrating_drinks, forge:rums",""
"croptopia:rum_raisin_ice_cream","Rum Raisin Ice Cream",14,1.0,"false","false","forge:rum_raisin_ice_creams, nourish:fruit, nourish:sweets",""
"croptopia:rutabaga","Rutabaga",3,0.4,"false","false","diet:vegetables, forge:vegetables, forge:vegetables/rutabagas, nourish:vegetables",""
"croptopia:saguaro","Saguaro",3,0.4,"false","false","diet:fruits, forge:saguaros, nourish:fruit",""
"croptopia:saguaro_juice","Saguaro Juice",5,0.5,"false","false","dehydration:hydrating_stew, forge:juices, forge:juices/saguaro_juice, nourish:fruit, nourish:sweets",""
"croptopia:salsa","Salsa",3,0.4,"false","false","croptopia:sauces, dehydration:hydrating_foods, forge:salsas, nourish:vegetables",""
"croptopia:saucy_chips","Saucy Chips",7,0.6,"false","false","forge:saucy_chips, nourish:carbohydrates",""
"croptopia:scones","Scones",10,0.8,"false","false","diet:fruits, diet:grains, diet:sugars, forge:scones, nourish:carbohydrates, nourish:fats, nourish:fruit, nourish:sweets",""
"croptopia:scrambled_eggs","Scrambled Eggs",7,0.6,"false","false","forge:scrambled_eggs, nourish:fats, nourish:protein",""
"croptopia:shepherds_pie","Shepherd's Pie",18,1.4,"false","false","forge:shepherds_pie, nourish:carbohydrates, nourish:protein, nourish:vegetables",""
"croptopia:snicker_doodle","Snicker Doodle",7,0.6,"false","false","forge:snicker_doodles, nourish:carbohydrates, nourish:fats, nourish:sweets",""
"croptopia:soy_milk","Soy Milk",5,0.5,"false","false","dehydration:hydrating_drinks, dehydration:hydrating_foods, forge:milks, forge:soy_milks, nourish:fats, nourish:protein",""
"croptopia:soybean","Soybeans",1,0.4,"false","false","diet:proteins, forge:vegetables, forge:vegetables/soybeans, nourish:fats, nourish:protein, nourish:vegetables",""
"croptopia:spaghetti_squash","Spaghetti Squash",10,0.8,"false","false","forge:spaghetti_squashs, nourish:carbohydrates, nourish:vegetables",""
"croptopia:spinach","Spinach",3,0.4,"false","false","diet:vegetables, forge:vegetables, forge:vegetables/spinach, nourish:vegetables",""
"croptopia:squash","Squash",3,0.4,"false","false","diet:fruits, forge:vegetables, forge:vegetables/squash, nourish:vegetables",""
"croptopia:starfruit","Star Fruit",3,0.4,"false","false","dehydration:hydrating_foods, diet:fruits, forge:fruits, forge:fruits/starfruits, nourish:fruit",""
"croptopia:steamed_rice","Steamed Rice",5,0.5,"false","false","forge:steamed_rices, nourish:carbohydrates",""
"croptopia:sticky_toffee_pudding","Sticky Toffee Pudding",14,1.0,"false","false","forge:sticky_toffee_pudding, nourish:fats, nourish:sweets",""
"croptopia:strawberry","Strawberry",3,0.4,"false","false","dehydration:hydrating_foods, diet:fruits, forge:fruits, forge:fruits/strawberries, nourish:fruit",""
"croptopia:strawberry_ice_cream","Strawberry Ice Cream",10,0.8,"false","false","forge:strawberry_ice_creams, nourish:fruit, nourish:sweets",""
"croptopia:strawberry_jam","Strawberry Jam",3,0.4,"false","false","forge:jam, forge:jams/strawberry_jam, forge:jellies, nourish:fruit, nourish:sweets",""
"croptopia:strawberry_smoothie","Strawberry Smoothie",7,0.6,"false","false","dehydration:hydrating_drinks, forge:strawberry_smoothies, nourish:fruit, nourish:sweets",""
"croptopia:stuffed_poblanos","Stuffed Poblanos",14,1.0,"false","false","nourish:protein, nourish:vegetables",""
"croptopia:supreme_pizza","Supreme Pizza",18,1.4,"false","false","forge:supreme_pizzas, nourish:carbohydrates, nourish:fats, nourish:protein",""
"croptopia:sushi","Sushi",10,0.8,"false","false","forge:sushis, nourish:fats, nourish:protein",""
"croptopia:sweet_potato_fries","Sweet Potato Fries",5,0.5,"false","false","forge:sweet_potato_friess, nourish:carbohydrates, nourish:vegetables",""
"croptopia:sweetpotato","Sweet Potato",3,0.4,"false","false","diet:vegetables, forge:vegetables, forge:vegetables/sweetpotatos, nourish:carbohydrates, nourish:vegetables",""
"croptopia:taco","Taco",10,0.8,"false","false","forge:tacos, nourish:carbohydrates, nourish:protein, nourish:vegetables",""
"croptopia:tamales","Tamales",14,1.0,"false","false","nourish:protein, nourish:vegetables",""
"croptopia:tea","Tea",5,0.5,"false","false","dehydration:hydrating_drinks, diet:vegetables, forge:tea",""
"croptopia:toast","Toast",7,0.6,"false","false","forge:toasts, nourish:carbohydrates",""
"croptopia:toast_with_jam","Toast With Jam",9,0.6,"false","false","forge:toast_with_jam, nourish:carbohydrates, nourish:fruit",""
"croptopia:tofu","Tofu",5,0.5,"false","false","croptopia:beef_replacements, croptopia:chicken_replacements, croptopia:meat_replacements, forge:tofu, nourish:fats, nourish:protein, nourish:vegetables",""
"croptopia:tofu_and_dumplings","Tofu and Dumplings",14,1.0,"false","false","forge:tofu_and_dumplings, nourish:carbohydrates, nourish:fats, nourish:protein",""
"croptopia:tofuburger","Tofuburger",10,0.8,"false","false","forge:tofuburgers, nourish:carbohydrates, nourish:fats, nourish:protein, nourish:vegetables",""
"croptopia:tomatillo","Tomatillo",3,0.4,"false","false","diet:vegetables, forge:vegetables, forge:vegetables/tomatillos, nourish:vegetables",""
"croptopia:tomato","Tomato",3,0.4,"false","false","diet:vegetables, forge:vegetables, forge:vegetables/tomatoes, nourish:vegetables",""
"croptopia:tomato_juice","Tomato Juice",5,0.5,"false","false","dehydration:hydrating_stew, forge:juices, forge:juices/tomato_juice, nourish:vegetables",""
"croptopia:tortilla","Tortilla",3,0.4,"false","false","forge:tortillas, nourish:carbohydrates",""
"croptopia:tostada","Tostada",10,0.8,"false","false","nourish:carbohydrates, nourish:vegetables",""
"croptopia:trail_mix","Trail Mix",10,0.8,"false","false","forge:trail_mixes",""
"croptopia:treacle_tart","Treacle Tart",10,0.8,"false","false","forge:treacle_tarts, nourish:carbohydrates, nourish:fruit, nourish:sweets",""
"croptopia:tres_leche_cake","Tres Leche Cake",18,1.4,"false","false","diet:grains, diet:sugars, nourish:carbohydrates, nourish:fats, nourish:sweets",""
"croptopia:trifle","Trifle",14,1.0,"false","false","forge:trifle, nourish:carbohydrates, nourish:fats, nourish:sweets",""
"croptopia:tuna_sandwich","Tuna Sandwich",10,0.8,"false","false","diet:grains, diet:proteins, forge:tuna_sandwiches, nourish:carbohydrates, nourish:fats, nourish:protein",""
"croptopia:turnip","Turnip",3,0.4,"false","false","diet:vegetables, forge:vegetables, forge:vegetables/turnips, nourish:vegetables",""
"croptopia:vanilla_ice_cream","Vanilla Ice Cream",10,0.8,"false","false","forge:vanilla_ice_creams, nourish:sweets",""
"croptopia:veggie_salad","Veggie Salad",10,0.8,"false","false","forge:veggie_salads, nourish:vegetables",""
"croptopia:walnut","Walnut",3,0.4,"false","false","croptopia:nuts, diet:proteins, forge:fruits, forge:fruits/walnuts, forge:nuts/walnuts, nourish:fruit, nourish:protein",""
"croptopia:wine","Wine",7,0.6,"false","false","dehydration:hydrating_drinks, forge:wines",""
"croptopia:yam","Yam",3,0.4,"false","false","diet:vegetables, forge:vegetables, forge:vegetables/yams, nourish:carbohydrates, nourish:vegetables",""
"croptopia:yam_jam","Yam Jam",14,1.0,"false","false","forge:yam_jam, nourish:carbohydrates, nourish:sweets",""
"croptopia:yoghurt","Yoghurt",5,0.5,"false","false","forge:yoghurts, nourish:fats, nourish:protein",""
"croptopia:zucchini","Zucchini",3,0.4,"false","false","diet:vegetables, forge:vegetables, forge:vegetables/zucchini, nourish:vegetables",""
