"ID","Name","Description","Parent"
"betterendforge:recipes/betterendforge/flavolite_slab","betterendforge:recipes/betterendforge/flavolite_slab","<null>","minecraft:recipes/root"
"betterendforge:recipes/betterendforge/flavolite_slab_from_flavolite_stonecutting","betterendforge:recipes/betterendforge/flavolite_slab_from_flavolite_stonecutting","<null>","minecraft:recipes/root"
"betterendforge:recipes/betterendforge/flavolite_stairs","betterendforge:recipes/betterendforge/flavolite_stairs","<null>","minecraft:recipes/root"
"betterendforge:recipes/betterendforge/flavolite_stairs_from_flavolite_stonecutting","betterendforge:recipes/betterendforge/flavolite_stairs_from_flavolite_stonecutting","<null>","minecraft:recipes/root"
"betterendforge:recipes/betterendforge/flavolite_tiles","betterendforge:recipes/betterendforge/flavolite_tiles","<null>","minecraft:recipes/root"
"betterendforge:recipes/betterendforge/flavolite_tiles_from_flavolite_stonecutting","betterendforge:recipes/betterendforge/flavolite_tiles_from_flavolite_stonecutting","<null>","minecraft:recipes/root"
"betterendforge:recipes/betterendforge/flavolite_wall","betterendforge:recipes/betterendforge/flavolite_wall","<null>","minecraft:recipes/root"
"betterendforge:recipes/betterendforge/flavolite_wall_from_flavolite_stonecutting","betterendforge:recipes/betterendforge/flavolite_wall_from_flavolite_stonecutting","<null>","minecraft:recipes/root"
"betterendforge:recipes/betterendforge/gold_chandelier","betterendforge:recipes/betterendforge/gold_chandelier","<null>","minecraft:recipes/root"
"betterendforge:recipes/betterendforge/golden_hammer","betterendforge:recipes/betterendforge/golden_hammer","<null>","minecraft:recipes/root"
"betterendforge:recipes/betterendforge/granite_lantern","betterendforge:recipes/betterendforge/granite_lantern","<null>","minecraft:recipes/root"
"betterendforge:recipes/betterendforge/granite_pedestal","betterendforge:recipes/betterendforge/granite_pedestal","<null>","minecraft:recipes/root"
"betterendforge:recipes/betterendforge/guidebook","betterendforge:recipes/betterendforge/guidebook","<null>","minecraft:recipes/root"
"betterendforge:recipes/betterendforge/helix_tree_bark","betterendforge:recipes/betterendforge/helix_tree_bark","<null>","minecraft:recipes/root"
"betterendforge:recipes/betterendforge/helix_tree_barrel","betterendforge:recipes/betterendforge/helix_tree_barrel","<null>","minecraft:recipes/root"
"betterendforge:recipes/betterendforge/helix_tree_bookshelf","betterendforge:recipes/betterendforge/helix_tree_bookshelf","<null>","minecraft:recipes/root"
"betterendforge:recipes/betterendforge/helix_tree_button","betterendforge:recipes/betterendforge/helix_tree_button","<null>","minecraft:recipes/root"
"betterendforge:recipes/betterendforge/helix_tree_chest","betterendforge:recipes/betterendforge/helix_tree_chest","<null>","minecraft:recipes/root"
"betterendforge:recipes/betterendforge/helix_tree_composter","betterendforge:recipes/betterendforge/helix_tree_composter","<null>","minecraft:recipes/root"
"betterendforge:recipes/betterendforge/helix_tree_crafting_table","betterendforge:recipes/betterendforge/helix_tree_crafting_table","<null>","minecraft:recipes/root"
"betterendforge:recipes/betterendforge/helix_tree_door","betterendforge:recipes/betterendforge/helix_tree_door","<null>","minecraft:recipes/root"
"betterendforge:recipes/betterendforge/helix_tree_fence","betterendforge:recipes/betterendforge/helix_tree_fence","<null>","minecraft:recipes/root"
"betterendforge:recipes/betterendforge/helix_tree_gate","betterendforge:recipes/betterendforge/helix_tree_gate","<null>","minecraft:recipes/root"
"betterendforge:recipes/betterendforge/helix_tree_ladder","betterendforge:recipes/betterendforge/helix_tree_ladder","<null>","minecraft:recipes/root"
"betterendforge:recipes/betterendforge/helix_tree_planks","betterendforge:recipes/betterendforge/helix_tree_planks","<null>","minecraft:recipes/root"
"betterendforge:recipes/betterendforge/helix_tree_pressure_plate","betterendforge:recipes/betterendforge/helix_tree_pressure_plate","<null>","minecraft:recipes/root"
"betterendforge:recipes/betterendforge/helix_tree_sign","betterendforge:recipes/betterendforge/helix_tree_sign","<null>","minecraft:recipes/root"
"betterendforge:recipes/betterendforge/helix_tree_slab","betterendforge:recipes/betterendforge/helix_tree_slab","<null>","minecraft:recipes/root"
"betterendforge:recipes/betterendforge/helix_tree_stairs","betterendforge:recipes/betterendforge/helix_tree_stairs","<null>","minecraft:recipes/root"
"betterendforge:recipes/betterendforge/helix_tree_stripped_bark","betterendforge:recipes/betterendforge/helix_tree_stripped_bark","<null>","minecraft:recipes/root"
"betterendforge:recipes/betterendforge/helix_tree_trapdoor","betterendforge:recipes/betterendforge/helix_tree_trapdoor","<null>","minecraft:recipes/root"
"betterendforge:recipes/betterendforge/hydralux_petal_block","betterendforge:recipes/betterendforge/hydralux_petal_block","<null>","minecraft:recipes/root"
"betterendforge:recipes/betterendforge/hydralux_petal_block_black","betterendforge:recipes/betterendforge/hydralux_petal_block_black","<null>","minecraft:recipes/root"
"betterendforge:recipes/betterendforge/hydralux_petal_block_blue","betterendforge:recipes/betterendforge/hydralux_petal_block_blue","<null>","minecraft:recipes/root"
"betterendforge:recipes/betterendforge/hydralux_petal_block_brown","betterendforge:recipes/betterendforge/hydralux_petal_block_brown","<null>","minecraft:recipes/root"
"betterendforge:recipes/betterendforge/hydralux_petal_block_cyan","betterendforge:recipes/betterendforge/hydralux_petal_block_cyan","<null>","minecraft:recipes/root"
"betterendforge:recipes/betterendforge/hydralux_petal_block_gray","betterendforge:recipes/betterendforge/hydralux_petal_block_gray","<null>","minecraft:recipes/root"
"betterendforge:recipes/betterendforge/hydralux_petal_block_green","betterendforge:recipes/betterendforge/hydralux_petal_block_green","<null>","minecraft:recipes/root"
"betterendforge:recipes/betterendforge/hydralux_petal_block_light_blue","betterendforge:recipes/betterendforge/hydralux_petal_block_light_blue","<null>","minecraft:recipes/root"
"betterendforge:recipes/betterendforge/hydralux_petal_block_light_gray","betterendforge:recipes/betterendforge/hydralux_petal_block_light_gray","<null>","minecraft:recipes/root"
"betterendforge:recipes/betterendforge/hydralux_petal_block_lime","betterendforge:recipes/betterendforge/hydralux_petal_block_lime","<null>","minecraft:recipes/root"
"betterendforge:recipes/betterendforge/hydralux_petal_block_magenta","betterendforge:recipes/betterendforge/hydralux_petal_block_magenta","<null>","minecraft:recipes/root"
"betterendforge:recipes/betterendforge/hydralux_petal_block_orange","betterendforge:recipes/betterendforge/hydralux_petal_block_orange","<null>","minecraft:recipes/root"
"betterendforge:recipes/betterendforge/hydralux_petal_block_pink","betterendforge:recipes/betterendforge/hydralux_petal_block_pink","<null>","minecraft:recipes/root"
"betterendforge:recipes/betterendforge/hydralux_petal_block_purple","betterendforge:recipes/betterendforge/hydralux_petal_block_purple","<null>","minecraft:recipes/root"
"betterendforge:recipes/betterendforge/hydralux_petal_block_red","betterendforge:recipes/betterendforge/hydralux_petal_block_red","<null>","minecraft:recipes/root"
"betterendforge:recipes/betterendforge/hydralux_petal_block_white","betterendforge:recipes/betterendforge/hydralux_petal_block_white","<null>","minecraft:recipes/root"
"betterendforge:recipes/betterendforge/hydralux_petal_block_yellow","betterendforge:recipes/betterendforge/hydralux_petal_block_yellow","<null>","minecraft:recipes/root"
"betterendforge:recipes/betterendforge/infusion_pedestal","betterendforge:recipes/betterendforge/infusion_pedestal","<null>","minecraft:recipes/root"
"betterendforge:recipes/betterendforge/iron_bulb_lantern","betterendforge:recipes/betterendforge/iron_bulb_lantern","<null>","minecraft:recipes/root"
"betterendforge:recipes/betterendforge/iron_bulb_lantern_black","betterendforge:recipes/betterendforge/iron_bulb_lantern_black","<null>","minecraft:recipes/root"
"betterendforge:recipes/betterendforge/iron_bulb_lantern_blue","betterendforge:recipes/betterendforge/iron_bulb_lantern_blue","<null>","minecraft:recipes/root"
"betterendforge:recipes/betterendforge/iron_bulb_lantern_brown","betterendforge:recipes/betterendforge/iron_bulb_lantern_brown","<null>","minecraft:recipes/root"
"betterendforge:recipes/betterendforge/iron_bulb_lantern_cyan","betterendforge:recipes/betterendforge/iron_bulb_lantern_cyan","<null>","minecraft:recipes/root"
"betterendforge:recipes/betterendforge/iron_bulb_lantern_gray","betterendforge:recipes/betterendforge/iron_bulb_lantern_gray","<null>","minecraft:recipes/root"
"betterendforge:recipes/betterendforge/iron_bulb_lantern_green","betterendforge:recipes/betterendforge/iron_bulb_lantern_green","<null>","minecraft:recipes/root"
"betterendforge:recipes/betterendforge/iron_bulb_lantern_light_blue","betterendforge:recipes/betterendforge/iron_bulb_lantern_light_blue","<null>","minecraft:recipes/root"
"betterendforge:recipes/betterendforge/iron_bulb_lantern_light_gray","betterendforge:recipes/betterendforge/iron_bulb_lantern_light_gray","<null>","minecraft:recipes/root"
"betterendforge:recipes/betterendforge/iron_bulb_lantern_lime","betterendforge:recipes/betterendforge/iron_bulb_lantern_lime","<null>","minecraft:recipes/root"
"betterendforge:recipes/betterendforge/iron_bulb_lantern_magenta","betterendforge:recipes/betterendforge/iron_bulb_lantern_magenta","<null>","minecraft:recipes/root"
"betterendforge:recipes/betterendforge/iron_bulb_lantern_orange","betterendforge:recipes/betterendforge/iron_bulb_lantern_orange","<null>","minecraft:recipes/root"
"betterendforge:recipes/betterendforge/iron_bulb_lantern_pink","betterendforge:recipes/betterendforge/iron_bulb_lantern_pink","<null>","minecraft:recipes/root"
"betterendforge:recipes/betterendforge/iron_bulb_lantern_purple","betterendforge:recipes/betterendforge/iron_bulb_lantern_purple","<null>","minecraft:recipes/root"
"betterendforge:recipes/betterendforge/iron_bulb_lantern_red","betterendforge:recipes/betterendforge/iron_bulb_lantern_red","<null>","minecraft:recipes/root"
"betterendforge:recipes/betterendforge/iron_bulb_lantern_white","betterendforge:recipes/betterendforge/iron_bulb_lantern_white","<null>","minecraft:recipes/root"
"betterendforge:recipes/betterendforge/iron_bulb_lantern_yellow","betterendforge:recipes/betterendforge/iron_bulb_lantern_yellow","<null>","minecraft:recipes/root"
"betterendforge:recipes/betterendforge/iron_chandelier","betterendforge:recipes/betterendforge/iron_chandelier","<null>","minecraft:recipes/root"
"betterendforge:recipes/betterendforge/iron_hammer","betterendforge:recipes/betterendforge/iron_hammer","<null>","minecraft:recipes/root"
"betterendforge:recipes/betterendforge/jellyshroom_bark","betterendforge:recipes/betterendforge/jellyshroom_bark","<null>","minecraft:recipes/root"
"betterendforge:recipes/betterendforge/jellyshroom_barrel","betterendforge:recipes/betterendforge/jellyshroom_barrel","<null>","minecraft:recipes/root"
"betterendforge:recipes/betterendforge/jellyshroom_bookshelf","betterendforge:recipes/betterendforge/jellyshroom_bookshelf","<null>","minecraft:recipes/root"
"betterendforge:recipes/betterendforge/jellyshroom_button","betterendforge:recipes/betterendforge/jellyshroom_button","<null>","minecraft:recipes/root"
"betterendforge:recipes/betterendforge/jellyshroom_chest","betterendforge:recipes/betterendforge/jellyshroom_chest","<null>","minecraft:recipes/root"
"betterendforge:recipes/betterendforge/jellyshroom_composter","betterendforge:recipes/betterendforge/jellyshroom_composter","<null>","minecraft:recipes/root"
"betterendforge:recipes/betterendforge/jellyshroom_crafting_table","betterendforge:recipes/betterendforge/jellyshroom_crafting_table","<null>","minecraft:recipes/root"
"betterendforge:recipes/betterendforge/jellyshroom_door","betterendforge:recipes/betterendforge/jellyshroom_door","<null>","minecraft:recipes/root"
"betterendforge:recipes/betterendforge/jellyshroom_fence","betterendforge:recipes/betterendforge/jellyshroom_fence","<null>","minecraft:recipes/root"
"betterendforge:recipes/betterendforge/jellyshroom_gate","betterendforge:recipes/betterendforge/jellyshroom_gate","<null>","minecraft:recipes/root"
"betterendforge:recipes/betterendforge/jellyshroom_ladder","betterendforge:recipes/betterendforge/jellyshroom_ladder","<null>","minecraft:recipes/root"
"betterendforge:recipes/betterendforge/jellyshroom_planks","betterendforge:recipes/betterendforge/jellyshroom_planks","<null>","minecraft:recipes/root"
"betterendforge:recipes/betterendforge/jellyshroom_pressure_plate","betterendforge:recipes/betterendforge/jellyshroom_pressure_plate","<null>","minecraft:recipes/root"
"betterendforge:recipes/betterendforge/jellyshroom_sign","betterendforge:recipes/betterendforge/jellyshroom_sign","<null>","minecraft:recipes/root"
"betterendforge:recipes/betterendforge/jellyshroom_slab","betterendforge:recipes/betterendforge/jellyshroom_slab","<null>","minecraft:recipes/root"
"betterendforge:recipes/betterendforge/jellyshroom_stairs","betterendforge:recipes/betterendforge/jellyshroom_stairs","<null>","minecraft:recipes/root"
"betterendforge:recipes/betterendforge/jellyshroom_stripped_bark","betterendforge:recipes/betterendforge/jellyshroom_stripped_bark","<null>","minecraft:recipes/root"
"betterendforge:recipes/betterendforge/jellyshroom_trapdoor","betterendforge:recipes/betterendforge/jellyshroom_trapdoor","<null>","minecraft:recipes/root"
"betterendforge:recipes/betterendforge/lacugrove_bark","betterendforge:recipes/betterendforge/lacugrove_bark","<null>","minecraft:recipes/root"
"betterendforge:recipes/betterendforge/lacugrove_barrel","betterendforge:recipes/betterendforge/lacugrove_barrel","<null>","minecraft:recipes/root"
"betterendforge:recipes/betterendforge/lacugrove_bookshelf","betterendforge:recipes/betterendforge/lacugrove_bookshelf","<null>","minecraft:recipes/root"
"betterendforge:recipes/betterendforge/lacugrove_button","betterendforge:recipes/betterendforge/lacugrove_button","<null>","minecraft:recipes/root"
"betterendforge:recipes/betterendforge/lacugrove_chest","betterendforge:recipes/betterendforge/lacugrove_chest","<null>","minecraft:recipes/root"
"betterendforge:recipes/betterendforge/lacugrove_composter","betterendforge:recipes/betterendforge/lacugrove_composter","<null>","minecraft:recipes/root"
"betterendforge:recipes/betterendforge/lacugrove_crafting_table","betterendforge:recipes/betterendforge/lacugrove_crafting_table","<null>","minecraft:recipes/root"
"betterendforge:recipes/betterendforge/lacugrove_door","betterendforge:recipes/betterendforge/lacugrove_door","<null>","minecraft:recipes/root"
"betterendforge:recipes/betterendforge/lacugrove_fence","betterendforge:recipes/betterendforge/lacugrove_fence","<null>","minecraft:recipes/root"
"betterendforge:recipes/betterendforge/lacugrove_gate","betterendforge:recipes/betterendforge/lacugrove_gate","<null>","minecraft:recipes/root"
"betterendforge:recipes/betterendforge/lacugrove_ladder","betterendforge:recipes/betterendforge/lacugrove_ladder","<null>","minecraft:recipes/root"
"betterendforge:recipes/betterendforge/lacugrove_planks","betterendforge:recipes/betterendforge/lacugrove_planks","<null>","minecraft:recipes/root"
"betterendforge:recipes/betterendforge/lacugrove_pressure_plate","betterendforge:recipes/betterendforge/lacugrove_pressure_plate","<null>","minecraft:recipes/root"
"betterendforge:recipes/betterendforge/lacugrove_sign","betterendforge:recipes/betterendforge/lacugrove_sign","<null>","minecraft:recipes/root"
"betterendforge:recipes/betterendforge/lacugrove_slab","betterendforge:recipes/betterendforge/lacugrove_slab","<null>","minecraft:recipes/root"
